0	1	11.96512	30.85733	0.80309	0.06237	1.65529	414.38655	0.10288	0.39987	5.21874	0.03030	1.69660	16.96501	0.03030	0.03030	0.30188	0.89511	3.38276	113.62414	0.03079	14.59201	0.03030	0.03030	0.03053	0.61178	0.03413	18.44187	0.54066	17.41771	0.03110	0.03030	771.27732	80.46696	299.52658
1	10	2.29698	0.03030	0.03563	0.14508	284.38562	0.03030	58.74072	0.03030	0.03030	0.03030	0.03032	0.03030	0.03030	0.03030	82.94568	0.03030	882.94682	145.74681	0.03030	0.03030	0.03122	0.03030	9.61536	0.03031	0.03030	141.13176	0.03030	55.87565	0.03030	0.03031	0.03030	0.03030	140.99659
2	100	0.47235	0.04006	0.03030	0.03030	0.03030	6.36346	0.29569	0.03696	0.03108	0.03030	0.04506	155.16720	0.03050	0.03030	0.08591	0.03030	0.26883	44.30612	0.03039	0.07985	0.03030	0.03030	1.18209	0.03030	0.03030	1.86714	0.03030	0.42103	0.07440	0.03607	1414.90099	89.02865	90.40284
3	1000	12.36384	1.86685	0.03030	0.03030	0.03030	958.30117	0.40105	0.03030	0.03030	0.03031	0.03036	74.40215	0.03030	0.03030	0.03030	0.03030	0.28256	43.07610	0.05642	16.12126	0.03030	0.03030	0.03644	0.07348	0.03030	12.62693	36.89637	3.16879	0.04667	0.03030	460.73628	76.51265	108.07635
4	1001	0.43069	0.03030	0.03030	0.03030	0.03030	238.55100	0.03032	0.03030	0.03030	0.03030	0.32379	47.37905	0.03030	0.03030	0.09242	0.03030	1.01497	92.57737	0.03030	0.03030	0.03121	0.03030	0.38976	0.03083	0.03030	1.26664	0.03030	3.94213	0.03030	0.03030	1209.91449	0.03030	208.97988
5	1002	0.03030	0.03030	0.03030	0.03030	0.03030	43.16684	0.03030	3.39660	0.03030	0.03030	2.13315	203.34007	0.03030	0.03030	0.03030	0.03030	120.35036	0.03030	0.64903	0.03030	0.51307	0.03030	0.03030	0.28923	0.03030	0.03030	102.42088	0.03030	0.03030	0.03030	1314.50584	0.03030	14.06826
6	1003	0.07186	8.73630	0.03030	0.03792	0.03030	893.04485	0.06138	0.30778	0.74540	0.03030	10.46983	370.72362	0.03030	0.03030	0.32430	0.03225	0.03030	131.86630	0.06373	74.59287	0.03030	0.03030	0.19752	1.20529	0.03030	1.60761	0.23171	0.03113	0.03646	0.03031	215.87855	32.86136	62.06894
7	1004	0.03030	0.23691	0.03030	0.03033	0.03030	1220.51645	6.90473	0.12548	0.04902	0.11088	0.17220	0.76052	0.03030	0.03030	0.03030	0.03532	10.99042	301.85804	3.89850	0.08531	0.03030	0.03030	0.03030	0.10407	0.03030	0.03030	0.03030	3.85731	0.03030	0.03030	130.27390	46.51118	78.55519
8	1005	0.03030	0.35677	0.03030	0.03105	134.14275	0.03030	0.03030	0.97916	0.03030	0.03030	0.46425	0.03030	0.03030	0.03030	0.03030	0.03030	191.85231	1474.94628	0.03030	0.19899	0.03030	0.03030	0.98664	0.03030	0.03030	0.03030	0.04132	0.03031	0.52443	0.03030	0.03030	0.03030	0.33969
9	1006	0.03030	0.52167	0.03030	0.03100	134.14165	0.03030	0.03030	0.94530	0.03030	0.03030	0.43852	0.03030	0.03030	0.03030	0.03030	0.03030	191.13024	1475.81105	0.03030	0.29916	0.03030	0.03030	0.95827	0.03030	0.03030	0.03030	0.03036	0.03331	0.52231	0.03030	0.03030	0.03030	0.03108
