0	1	302.10631	17.69499	198.65566	357.67794	74.03298	167.77032	114.92269	278.23025	61.37293	66.76632	166.26961
1	10	1.64535	47.36212	1.04316	6.52105	0.57943	17.24307	12.79847	20.48065	1125.04058	7.28924	565.49689
2	100	295.63591	90.06121	28.12297	614.38796	63.29690	129.75001	35.32237	280.94966	17.74180	249.81741	0.41381
3	1000	361.68390	0.59083	109.52458	170.15848	110.04908	522.55471	241.28914	49.11957	135.00955	57.07066	48.44952
4	1001	625.81059	6.39011	176.29707	132.17571	29.44051	31.09383	133.64894	65.34872	384.04310	219.77719	1.47424
5	1002	62.90734	0.27277	13.83269	0.09124	2.30798	213.89157	617.58983	4.12556	746.85033	143.44745	0.18323
6	1003	651.40653	26.47506	290.97011	15.06263	9.66329	84.14879	57.07405	137.28530	6.77168	513.47610	13.16647
7	1004	623.11577	0.09096	44.06841	0.91081	119.77914	0.09105	488.53827	485.51758	27.72187	7.08499	8.58115
8	1005	102.13123	7.49149	8.13107	0.09118	19.08156	1.40359	0.12346	86.82364	634.14716	0.09380	945.98180
9	1006	86.23720	6.87232	10.23876	0.09112	20.38288	1.58797	0.11955	85.86102	638.38755	0.09374	955.62788
10	1007	200.95567	1.76224	112.95941	11.72613	22.84493	208.38501	274.48662	38.85886	299.13177	242.85074	391.53861
11	1008	191.44853	2.63863	80.14893	33.85789	11.81887	490.87019	201.72555	59.42613	250.78175	197.76831	285.01523
12	1009	295.74639	6.28731	413.54762	12.55601	247.79499	452.98467	68.79937	0.09096	70.32795	225.62350	11.74124
13	101	44.43290	11.08049	302.01108	295.71419	198.25099	68.05607	493.18933	373.71581	10.53634	6.16214	2.35064
14	1010	318.66586	11.61576	327.72711	104.33858	82.92860	174.39375	138.79100	51.94103	389.74022	185.40111	19.95699
15	1011	223.01895	1.73490	226.35470	134.81821	57.55039	249.13530	259.33317	45.20433	100.57488	260.31048	247.46469
16	1012	102.89014	11.17685	167.96533	440.58280	280.84734	14.43226	275.28208	2.70966	319.53924	162.32737	27.74694
17	1013	405.95173	2.75280	36.58372	464.10331	127.59893	7.73836	134.19059	137.96445	14.67518	310.45559	163.48534
18	1014	23.20649	62.99158	0.14973	0.09093	0.13487	0.75636	39.91661	938.52142	536.83509	0.09092	202.80600
19	1015	845.91357	124.70587	175.86787	293.14592	42.32032	180.58384	7.26013	1.94420	4.48128	44.12052	85.15649
20	1016	673.00938	4.16632	96.83166	12.06656	169.96399	0.82757	204.01243	188.98697	122.93380	14.45567	318.24566
21	1017	38.07018	22.78743	240.06065	41.24104	228.42275	263.17522	667.44877	209.92186	37.99547	56.28520	0.09142
22	1018	332.88467	4.32282	201.22208	52.53524	1.00019	278.22137	47.76509	548.82263	237.16543	54.15122	47.40927
23	1019	377.37755	2.52110	396.01082	123.45480	0.09238	0.09098	11.80958	587.42790	1.16760	305.37904	0.16823
24	102	466.71717	0.32582	196.66437	150.08762	59.37100	86.65337	152.43938	19.33708	105.43740	416.41120	152.05559
25	1020	232.40646	0.28103	107.82860	334.42072	14.33597	357.20963	268.93363	46.41738	127.22316	108.15241	208.29099
26	1021	383.73419	0.11338	119.98893	330.40369	2.14504	10.22851	240.37765	34.00300	377.15802	205.02695	102.32063
27	1022	452.38281	28.81152	623.97201	15.02022	49.36808	90.74628	240.13497	41.58003	101.91477	121.17534	40.39396
28	1023	114.97802	1.16628	247.76255	304.24312	2.72537	17.27071	426.72893	80.29364	181.79196	209.89884	218.64058
29	1024	23.04240	27.19104	17.94502	379.16109	17.92077	734.93595	89.09306	1.97755	1.22307	0.15102	512.85902
30	1025	323.75980	4.50659	121.91996	717.09121	25.70684	60.10399	385.66911	16.70827	9.78538	88.10726	52.14158
31	1026	409.57357	0.33436	25.60798	25.22460	1.74104	485.17520	226.30965	15.26128	6.36321	352.06142	257.84771
32	1027	117.64227	6.47603	64.38166	470.37215	22.29934	0.54190	0.21494	1111.36032	0.09092	0.73935	11.38113
33	1028	175.26439	0.30609	140.35518	377.20451	6.52752	216.38274	306.89155	61.40962	23.50376	315.36070	182.29396
34	1029	2.45670	129.07133	12.41409	90.46877	70.76359	516.77505	0.09092	484.94703	0.09092	498.33069	0.09092
35	103	307.21737	0.31306	69.48380	332.50688	13.82943	64.38425	188.34959	152.32778	237.32512	184.75532	255.00739
36	1030	153.93780	82.37191	299.46425	0.09092	1.40861	0.25721	26.15988	644.05925	542.84494	54.81433	0.09092
37	1031	86.03718	94.43038	1.85152	440.74291	0.18941	0.42184	64.72158	986.43023	2.44684	85.38370	42.84441
38	1032	274.45936	1.25973	8.95180	345.65315	59.36516	262.15608	387.53007	50.48850	161.65310	241.17579	12.80727
39	1033	799.33516	5.11903	50.19208	297.67040	21.10949	121.03575	90.70840	114.75207	3.17896	133.98487	168.41378
40	1034	251.67246	4.06405	246.50749	202.22051	109.79357	62.76934	497.36814	28.61258	181.11845	218.60946	2.76394
41	1035	548.74328	0.09520	112.55135	200.07369	19.47529	151.39883	208.29452	17.37253	146.94815	227.81359	172.73356
42	1036	272.55287	0.11277	55.72189	251.29075	9.59884	205.86338	301.31137	29.07717	171.38588	300.46865	208.11644
43	1037	623.54477	1.43373	50.56100	334.52261	6.24586	336.45785	129.44859	28.81826	14.54106	260.59166	19.33461
44	1038	276.09805	0.25242	114.12277	248.02301	1.93205	187.23251	221.80411	86.00608	118.39662	367.83905	183.79333
45	1039	102.85999	23.81154	189.58478	113.85469	426.87108	49.32621	0.94397	77.39773	42.49004	13.00309	765.35688
46	104	141.98476	23.08870	20.66938	683.66358	61.27417	6.43808	228.57667	119.53567	31.66646	408.86916	79.73338
47	1040	264.32212	8.68395	34.94252	426.56870	0.36989	372.41541	82.10707	423.18502	74.56905	101.89671	16.43956
48	1041	553.28997	0.12432	104.93940	224.66987	4.92086	142.07221	223.22243	18.18935	389.32591	141.00004	3.74564
49	1042	430.17926	0.32502	219.04021	80.56922	3.41425	18.06441	174.24881	53.18348	494.47942	139.27830	192.71762
50	1043	40.36377	12.46913	673.45654	18.71629	20.29346	13.06215	60.67491	173.42043	233.13215	509.62844	50.28274
51	1044	407.62353	10.18412	1.22642	10.30585	16.85865	744.98645	247.27063	44.72777	31.92379	226.18702	64.20577
52	1045	216.05520	26.84049	33.52633	164.23707	0.09092	0.10713	220.33340	602.87701	44.69912	4.39004	492.34328
53	1046	0.33619	3.12676	1074.03004	30.90268	492.07854	1.97068	0.09093	0.09091	0.09092	0.09092	202.69143
54	1047	0.97178	28.35052	0.17133	807.84419	277.95944	8.75939	173.94909	109.93669	245.34964	150.97651	1.23142
55	1048	431.46693	0.63989	100.89726	288.20979	9.20364	86.40137	276.24377	51.67136	92.03704	167.44213	301.28681
56	1049	288.45959	0.09361	70.69447	309.12826	45.65258	312.08495	358.72547	14.06172	151.07845	255.04337	0.47752
57	105	116.65133	9.56061	141.63564	132.48853	115.33442	195.98970	237.22957	208.91028	4.62312	622.99496	20.08184
58	1050	127.95558	44.11697	65.34497	72.52529	625.31006	556.50059	3.74965	90.68359	6.17138	213.05088	0.09104
59	1051	284.74429	0.09656	184.25592	402.67500	14.54988	190.98075	221.61146	8.85890	35.07936	281.71139	180.93649
