214	1191	0.394	0.000	0.099	0.037	0.003	0.002	0.169	0.012	0.164	0.062	0.057
215	1192	0.099	0.001	0.029	0.193	0.005	0.134	0.097	0.042	0.021	0.229	0.150
216	1193	0.031	0.008	0.013	0.020	0.039	0.014	0.011	0.118	0.448	0.291	0.008
217	1194	0.272	0.001	0.107	0.320	0.001	0.015	0.035	0.011	0.048	0.099	0.091
218	1195	0.182	0.000	0.085	0.143	0.027	0.140	0.143	0.002	0.002	0.274	0.004
219	1196	0.217	0.002	0.025	0.051	0.011	0.087	0.130	0.064	0.059	0.206	0.148
220	1197	0.000	0.045	0.000	0.000	0.205	0.489	0.000	0.063	0.000	0.000	0.197
221	1198	0.003	0.012	0.561	0.001	0.000	0.181	0.000	0.223	0.005	0.012	0.002
222	1199	0.051	0.004	0.183	0.004	0.187	0.016	0.214	0.053	0.141	0.145	0.002
223	12	0.210	0.000	0.069	0.146	0.010	0.059	0.129	0.009	0.083	0.153	0.132
224	120	0.697	0.046	0.043	0.000	0.001	0.000	0.001	0.003	0.003	0.000	0.206
225	1200	0.293	0.034	0.378	0.003	0.123	0.023	0.012	0.064	0.055	0.009	0.005
226	1201	0.051	0.006	0.063	0.356	0.100	0.130	0.003	0.002	0.059	0.072	0.157
227	1202	0.088	0.001	0.009	0.042	0.020	0.057	0.120	0.090	0.282	0.098	0.192
228	1203	0.000	0.009	0.174	0.000	0.000	0.010	0.131	0.192	0.438	0.046	0.000
229	1204	0.353	0.001	0.166	0.003	0.005	0.007	0.193	0.010	0.172	0.089	0.002
230	1205	0.002	0.014	0.017	0.049	0.018	0.673	0.003	0.040	0.169	0.014	0.000
231	1206	0.026	0.023	0.000	0.000	0.045	0.228	0.000	0.000	0.027	0.000	0.651
232	1207	0.381	0.005	0.016	0.000	0.002	0.000	0.310	0.284	0.000	0.000	0.000
233	1208	0.000	0.019	0.001	0.017	0.136	0.002	0.361	0.359	0.000	0.105	0.000
234	1209	0.063	0.000	0.131	0.042	0.023	0.132	0.270	0.009	0.032	0.140	0.158
235	121	0.157	0.000	0.087	0.126	0.018	0.060	0.170	0.018	0.099	0.111	0.155
236	1210	0.268	0.012	0.093	0.226	0.023	0.020	0.000	0.105	0.086	0.166	0.001
237	1211	0.077	0.001	0.059	0.066	0.063	0.071	0.141	0.012	0.250	0.040	0.220
238	1212	0.352	0.029	0.018	0.355	0.032	0.033	0.054	0.040	0.001	0.072	0.015
239	1213	0.131	0.009	0.477	0.029	0.049	0.018	0.206	0.038	0.030	0.013	0.000
240	1214	0.147	0.003	0.081	0.129	0.041	0.101	0.003	0.015	0.007	0.019	0.453
241	1215	0.196	0.001	0.082	0.033	0.060	0.107	0.311	0.034	0.109	0.060	0.006
242	1216	0.312	0.014	0.127	0.065	0.043	0.146	0.114	0.032	0.008	0.089	0.049
243	1217	0.000	0.010	0.179	0.000	0.215	0.012	0.584	0.000	0.000	0.000	0.000
244	1218	0.027	0.023	0.075	0.381	0.293	0.021	0.040	0.001	0.001	0.137	0.001
245	1219	0.182	0.004	0.180	0.060	0.095	0.079	0.026	0.006	0.002	0.331	0.035
246	122	0.198	0.006	0.014	0.006	0.084	0.000	0.006	0.037	0.294	0.023	0.331
247	1220	0.002	0.095	0.106	0.003	0.059	0.013	0.051	0.044	0.057	0.570	0.000
248	1221	0.129	0.005	0.001	0.000	0.002	0.228	0.072	0.121	0.031	0.041	0.370
249	1222	0.088	0.000	0.112	0.182	0.047	0.005	0.220	0.009	0.096	0.090	0.152
250	1223	0.041	0.001	0.140	0.178	0.005	0.049	0.236	0.062	0.111	0.055	0.123
251	1224	0.013	0.003	0.024	0.180	0.011	0.011	0.003	0.116	0.113	0.288	0.238
252	1225	0.536	0.064	0.004	0.035	0.076	0.001	0.013	0.147	0.119	0.000	0.003
253	1226	0.323	0.016	0.081	0.112	0.003	0.000	0.098	0.068	0.225	0.004	0.070
254	1227	0.000	0.333	0.605	0.000	0.000	0.000	0.000	0.058	0.003	0.000	0.000
255	1228	0.021	0.063	0.001	0.025	0.199	0.000	0.281	0.087	0.219	0.093	0.009
256	1229	0.229	0.027	0.001	0.184	0.060	0.073	0.219	0.149	0.002	0.001	0.055
257	123	0.238	0.000	0.048	0.134	0.003	0.020	0.156	0.023	0.188	0.154	0.035
258	1230	0.071	0.001	0.090	0.109	0.040	0.007	0.141	0.063	0.058	0.277	0.145
259	1231	0.005	0.022	0.000	0.000	0.335	0.012	0.000	0.090	0.000	0.115	0.421
260	1232	0.183	0.000	0.046	0.086	0.004	0.127	0.145	0.051	0.123	0.141	0.094
261	1233	0.170	0.000	0.167	0.134	0.024	0.124	0.067	0.029	0.012	0.230	0.042
262	1234	0.000	0.001	0.001	0.000	0.002	0.001	0.000	0.222	0.158	0.020	0.594
263	1235	0.229	0.007	0.026	0.218	0.271	0.000	0.005	0.018	0.164	0.017	0.044
264	1236	0.000	0.050	0.000	0.107	0.001	0.000	0.243	0.447	0.140	0.013	0.001
265	1237	0.000	0.004	0.413	0.006	0.198	0.049	0.000	0.041	0.000	0.289	0.000
266	1238	0.326	0.002	0.045	0.079	0.020	0.267	0.025	0.012	0.025	0.165	0.035
267	1239	0.044	0.010	0.024	0.180	0.055	0.001	0.003	0.051	0.174	0.191	0.267
268	124	0.149	0.000	0.048	0.133	0.001	0.095	0.234	0.006	0.113	0.125	0.095
269	1240	0.217	0.009	0.156	0.025	0.044	0.139	0.034	0.014	0.031	0.093	0.237
270	1241	0.153	0.000	0.088	0.150	0.009	0.180	0.226	0.015	0.102	0.071	0.005
271	1242	0.051	0.046	0.006	0.048	0.052	0.224	0.157	0.069	0.237	0.110	0.001
272	1243	0.308	0.000	0.102	0.052	0.006	0.032	0.093	0.025	0.197	0.172	0.012
273	1244	0.027	0.057	0.164	0.016	0.007	0.001	0.031	0.378	0.013	0.263	0.044
274	1245	0.421	0.000	0.070	0.056	0.000	0.004	0.058	0.068	0.192	0.098	0.031
275	1246	0.018	0.005	0.041	0.142	0.051	0.393	0.091	0.004	0.000	0.256	0.000
276	1247	0.388	0.004	0.134	0.102	0.046	0.079	0.007	0.072	0.048	0.097	0.022
277	1248	0.053	0.096	0.026	0.001	0.041	0.017	0.001	0.080	0.106	0.579	0.001
278	1249	0.000	0.000	0.115	0.207	0.000	0.369	0.000	0.076	0.000	0.044	0.187
279	125	0.000	0.002	0.000	0.471	0.068	0.153	0.000	0.306	0.000	0.000	0.000
280	1250	0.308	0.002	0.036	0.014	0.042	0.044	0.026	0.010	0.082	0.264	0.173
281	1251	0.206	0.001	0.050	0.131	0.007	0.023	0.050	0.009	0.161	0.163	0.200
282	1252	0.142	0.010	0.012	0.358	0.050	0.049	0.048	0.098	0.015	0.031	0.185
283	1253	0.224	0.001	0.088	0.053	0.105	0.106	0.178	0.060	0.073	0.088	0.024
284	1254	0.279	0.014	0.004	0.222	0.006	0.100	0.196	0.057	0.046	0.050	0.026
285	1255	0.317	0.001	0.260	0.107	0.074	0.009	0.102	0.013	0.002	0.013	0.101
