0	200
1	48
2	6
3	376
4	293
6	135
7	21
9	946
13	156
14	3
15	12
16	33
17	678
20	859
24	63
25	9
27	8
29	5
31	4451
32	1018
33	42
34	70
35	520
36	238
39	36
40	153
43	79
47	18
49	2
50	556
53	17
54	443
55	5395
56	996
59	16
60	13
65	33
67	7
69	677
70	39
73	6
74	2
78	1823
80	26
81	32
83	155
85	2
87	2
91	7
93	9
96	30
98	9
100	6
101	24
104	6
105	179
118	77
121	494
124	12
126	2
127	2
128	4
137	392
145	36
151	71
155	105
157	28
158	2
162	6
164	3
174	3
175	3
176	2
177	41
192	18
207	448
209	3
220	8
221	8
222	9
223	2
228	207
233	3
237	7
238	2
240	11
247	13
251	44
270	2
276	2
278	6
287	3
299	3
300	7
304	4
322	14
342	14
343	5
352	2
356	26
357	2
361	12
393	6
400	18
406	10
425	2
444	4
465	3
487	5
491	2
523	9
538	2
548	4
555	160
556	2
577	13
587	11
601	2
607	2
610	2
621	250
646	2
661	64
681	2
741	4
804	14
809	8
810	298
845	9
848	14
860	21
887	6
899	45
927	2
929	9
937	15
992	3
1008	2
1022	86
1038	10
1074	2
1105	2
1115	18
1133	11
1143	2
1149	70
1170	2
1178	6
1180	133
1182	4
1199	9
1204	4
1207	7
1210	2
1227	2
1234	4
1302	22
1321	2
1338	3
1340	2
1349	8
1350	3
1353	65
1357	15
1364	2
1375	2
1395	40
1423	2
1466	2
1474	6
1489	4
1520	3
1545	2
1549	2
1555	33
1556	25
1565	6
1567	4
1573	8
1600	11
1644	3
1653	2
1695	5
1696	36
1718	8
1723	45
1746	4
1753	2
1754	2
1757	13
1768	13
1775	531
1776	5
1778	2
1783	4
1817	6
1829	19
1840	3
1841	12
1868	6
1904	2
1905	2
1928	2
1937	13
1980	2
2004	5
2053	4
2083	3
2128	4
2144	5
2152	2
2172	7
2334	2
2361	4
2365	4
2367	8
2381	2
2389	16
2403	3
2417	2
2449	11
2450	2
2497	2
2500	4
2596	124
2597	2
2599	7
2613	2
2622	8
2821	2
2830	7
2915	6
2930	11
2959	2
3028	3
3082	10
3111	3
3123	3
3124	22
3173	3
3195	8
3213	9
3262	5
3302	6
3325	2
3326	2
3393	2
3448	2
3472	2
3509	2
3515	6
3526	2
3605	2
3686	31
3687	5
3693	6
3695	4
3756	5
3816	94
3921	2
3957	2
4025	2
4139	8
4149	2
4219	19
4221	9
4393	7
4398	6
4439	2
4518	2
4744	3
4835	2
4843	4
4880	2
5032	19
5108	53
5145	6
5180	3
5420	2
5527	2
5566	3
5888	2
5914	4
5958	3
5967	2
5990	7
6034	2
6064	2
6070	3
6194	8
6385	2
6413	8
6446	5
6650	3
6705	66
6844	9
6962	6
7194	21
7227	2
7247	6
7248	2
7254	2
7687	3
7831	9
7873	2
7895	6
7937	2
7956	2
7987	2
8084	9
8161	9
8216	6
8221	4
8227	2
8228	2
8334	3
8463	5
8501	6
8713	10
8844	2
9131	2
9229	13
9248	2
9404	2
9527	6
9594	4
9989	2
9990	2
10095	2
10559	9
10710	6
11079	9
11283	2
11284	3
11285	3
11578	2
11601	9
11758	2
11858	2
12369	2
12678	2
12893	2
12904	2
13164	2
13713	7
13818	2
14334	3
14335	2
14392	2
14393	8
14706	2
14718	2
14820	9
14821	3
14827	6
14904	3
15529	9
15534	5
15631	2
16256	2
16257	5
16402	2
16589	2
16945	2
18026	2
18056	2
19134	2
19738	2
19752	2
19952	2
19956	2
20001	2
20010	5
20220	2
20332	2
20971	2
21395	2
21562	3
22650	2
22651	5
22829	2
23085	2
23419	8
23568	2
25406	4
26410	15
26433	2
26947	6
27360	3
27738	10
28499	8
28555	2
28560	2
29442	12
29691	2
29901	10
31095	3
31401	7
31475	3
31678	3
34958	2
