0	1	0.290	0.017	0.074	0.109	0.004	0.108	0.034	0.025	0.136	0.003	0.038	0.015	0.007	0.071	0.028	0.042
1	10	0.155	0.015	0.059	0.066	0.003	0.260	0.050	0.059	0.188	0.007	0.021	0.012	0.030	0.049	0.010	0.015
2	100	0.293	0.009	0.100	0.131	0.003	0.057	0.052	0.012	0.152	0.007	0.030	0.024	0.007	0.039	0.037	0.049
3	1000	0.327	0.011	0.077	0.076	0.002	0.164	0.031	0.028	0.124	0.002	0.042	0.010	0.003	0.054	0.018	0.032
4	1001	0.303	0.014	0.079	0.107	0.001	0.120	0.047	0.016	0.088	0.002	0.046	0.010	0.010	0.075	0.050	0.033
5	1002	0.320	0.005	0.063	0.063	0.001	0.072	0.050	0.044	0.226	0.001	0.037	0.013	0.005	0.050	0.025	0.025
6	1003	0.385	0.008	0.075	0.111	0.002	0.097	0.027	0.016	0.075	0.002	0.034	0.015	0.006	0.053	0.057	0.038
7	1004	0.343	0.008	0.092	0.093	0.001	0.156	0.010	0.039	0.083	0.001	0.028	0.008	0.007	0.063	0.021	0.049
8	1005	0.201	0.008	0.044	0.067	0.001	0.138	0.033	0.028	0.320	0.004	0.015	0.023	0.019	0.058	0.010	0.029
9	1006	0.228	0.007	0.041	0.049	0.001	0.126	0.031	0.033	0.320	0.003	0.018	0.027	0.018	0.061	0.011	0.024
10	1007	0.272	0.014	0.071	0.091	0.002	0.124	0.037	0.020	0.215	0.002	0.028	0.013	0.005	0.059	0.017	0.030
11	1008	0.339	0.009	0.074	0.067	0.002	0.116	0.036	0.025	0.184	0.002	0.037	0.017	0.005	0.039	0.019	0.029
12	1009	0.368	0.027	0.057	0.039	0.001	0.120	0.026	0.009	0.145	0.001	0.031	0.026	0.006	0.058	0.025	0.059
13	101	0.373	0.024	0.049	0.057	0.001	0.115	0.016	0.019	0.205	0.001	0.017	0.017	0.004	0.033	0.037	0.033
14	1010	0.240	0.015	0.071	0.076	0.003	0.137	0.038	0.026	0.172	0.003	0.058	0.021	0.005	0.076	0.025	0.034
15	1011	0.334	0.010	0.074	0.078	0.002	0.146	0.046	0.025	0.111	0.004	0.046	0.011	0.010	0.044	0.022	0.038
16	1012	0.259	0.023	0.050	0.052	0.002	0.254	0.036	0.017	0.184	0.002	0.031	0.013	0.004	0.033	0.015	0.023
17	1013	0.275	0.013	0.054	0.095	0.003	0.153	0.035	0.016	0.134	0.003	0.042	0.012	0.006	0.081	0.018	0.059
18	1014	0.176	0.008	0.081	0.098	0.004	0.078	0.019	0.040	0.368	0.002	0.017	0.021	0.008	0.031	0.044	0.008
19	1015	0.160	0.017	0.089	0.076	0.005	0.304	0.084	0.013	0.064	0.003	0.023	0.014	0.006	0.101	0.025	0.015
20	1016	0.260	0.011	0.049	0.168	0.001	0.120	0.019	0.026	0.170	0.001	0.042	0.009	0.006	0.064	0.027	0.027
21	1017	0.273	0.013	0.130	0.068	0.003	0.155	0.061	0.021	0.110	0.006	0.026	0.016	0.005	0.034	0.038	0.041
22	1018	0.351	0.006	0.041	0.094	0.001	0.161	0.009	0.019	0.221	0.002	0.022	0.010	0.006	0.028	0.015	0.015
23	1019	0.171	0.012	0.035	0.287	0.002	0.083	0.064	0.018	0.125	0.002	0.023	0.019	0.008	0.043	0.026	0.084
24	102	0.325	0.009	0.075	0.106	0.001	0.128	0.035	0.022	0.127	0.002	0.045	0.009	0.006	0.048	0.031	0.032
25	1020	0.356	0.007	0.064	0.067	0.001	0.125	0.035	0.025	0.160	0.002	0.037	0.012	0.004	0.050	0.023	0.030
26	1021	0.304	0.006	0.065	0.086	0.001	0.152	0.059	0.018	0.174	0.001	0.028	0.008	0.005	0.045	0.017	0.030
27	1022	0.203	0.017	0.085	0.075	0.002	0.121	0.030	0.030	0.213	0.002	0.033	0.020	0.004	0.063	0.064	0.038
28	1023	0.271	0.011	0.054	0.079	0.001	0.193	0.031	0.025	0.152	0.002	0.055	0.012	0.007	0.052	0.022	0.034
29	1024	0.534	0.003	0.064	0.101	0.015	0.022	0.009	0.032	0.107	0.001	0.029	0.022	0.012	0.020	0.018	0.011
30	1025	0.311	0.013	0.055	0.132	0.003	0.143	0.029	0.023	0.107	0.001	0.035	0.009	0.004	0.056	0.027	0.053
31	1026	0.308	0.006	0.071	0.062	0.001	0.268	0.032	0.030	0.069	0.001	0.034	0.004	0.009	0.060	0.016	0.027
32	1027	0.124	0.023	0.069	0.207	0.004	0.158	0.055	0.037	0.041	0.003	0.079	0.029	0.020	0.044	0.022	0.084
33	1028	0.380	0.008	0.060	0.085	0.001	0.155	0.030	0.025	0.091	0.002	0.042	0.008	0.006	0.053	0.018	0.036
34	1029	0.265	0.013	0.076	0.078	0.010	0.081	0.027	0.006	0.167	0.003	0.029	0.021	0.013	0.109	0.053	0.048
35	103	0.229	0.007	0.049	0.096	0.002	0.126	0.142	0.013	0.163	0.002	0.041	0.010	0.007	0.064	0.017	0.031
36	1030	0.494	0.011	0.072	0.090	0.002	0.052	0.018	0.019	0.065	0.003	0.043	0.009	0.005	0.037	0.048	0.031
37	1031	0.140	0.011	0.102	0.091	0.008	0.062	0.035	0.015	0.245	0.004	0.033	0.026	0.008	0.054	0.054	0.112
38	1032	0.357	0.010	0.073	0.093	0.001	0.129	0.021	0.022	0.141	0.001	0.028	0.009	0.004	0.051	0.026	0.035
39	1033	0.327	0.005	0.048	0.088	0.003	0.168	0.032	0.018	0.110	0.001	0.039	0.011	0.008	0.081	0.016	0.044
40	1034	0.303	0.013	0.086	0.084	0.002	0.103	0.038	0.017	0.187	0.001	0.026	0.012	0.003	0.050	0.032	0.041
41	1035	0.317	0.008	0.071	0.070	0.001	0.146	0.038	0.034	0.128	0.002	0.044	0.010	0.006	0.071	0.021	0.033
42	1036	0.319	0.006	0.067	0.077	0.002	0.175	0.034	0.022	0.157	0.002	0.031	0.010	0.005	0.045	0.018	0.031
43	1037	0.389	0.009	0.063	0.114	0.002	0.087	0.031	0.016	0.144	0.002	0.036	0.009	0.004	0.038	0.024	0.032
44	1038	0.371	0.009	0.062	0.074	0.001	0.164	0.042	0.019	0.112	0.002	0.032	0.009	0.005	0.045	0.021	0.031
45	1039	0.204	0.038	0.076	0.108	0.003	0.140	0.016	0.034	0.095	0.003	0.078	0.031	0.040	0.079	0.031	0.024
46	104	0.454	0.016	0.045	0.092	0.002	0.096	0.025	0.009	0.152	0.002	0.020	0.009	0.003	0.026	0.021	0.028
47	1040	0.158	0.006	0.074	0.127	0.002	0.078	0.198	0.017	0.211	0.002	0.043	0.007	0.004	0.030	0.015	0.027
48	1041	0.302	0.006	0.061	0.078	0.001	0.130	0.058	0.015	0.197	0.001	0.036	0.006	0.004	0.059	0.022	0.024
49	1042	0.309	0.005	0.060	0.091	0.001	0.112	0.060	0.014	0.205	0.001	0.035	0.007	0.007	0.045	0.020	0.027
50	1043	0.270	0.015	0.088	0.060	0.002	0.239	0.050	0.014	0.111	0.005	0.027	0.011	0.007	0.040	0.027	0.033
51	1044	0.349	0.008	0.050	0.063	0.003	0.115	0.020	0.025	0.228	0.003	0.022	0.010	0.004	0.042	0.021	0.039
52	1045	0.268	0.011	0.054	0.166	0.002	0.092	0.034	0.024	0.116	0.005	0.044	0.017	0.009	0.065	0.031	0.064
53	1046	0.434	0.027	0.026	0.031	0.003	0.044	0.083	0.008	0.011	0.003	0.175	0.020	0.004	0.088	0.021	0.023
54	1047	0.310	0.012	0.036	0.085	0.010	0.147	0.022	0.026	0.114	0.002	0.058	0.018	0.006	0.092	0.025	0.036
55	1048	0.332	0.008	0.056	0.091	0.001	0.146	0.029	0.033	0.116	0.002	0.041	0.009	0.007	0.079	0.022	0.026
56	1049	0.321	0.010	0.081	0.076	0.001	0.193	0.035	0.034	0.102	0.001	0.045	0.008	0.003	0.041	0.018	0.030
57	105	0.362	0.013	0.076	0.093	0.003	0.182	0.034	0.024	0.058	0.005	0.034	0.013	0.005	0.035	0.025	0.036
58	1050	0.241	0.029	0.118	0.090	0.003	0.112	0.021	0.015	0.129	0.002	0.078	0.019	0.005	0.054	0.058	0.025
59	1051	0.326	0.009	0.060	0.072	0.001	0.158	0.040	0.020	0.122	0.002	0.043	0.009	0.005	0.067	0.022	0.046
60	1052	0.023	0.045	0.128	0.250	0.022	0.134	0.015	0.008	0.077	0.003	0.019	0.008	0.005	0.023	0.037	0.201
61	1053	0.349	0.008	0.066	0.083	0.001	0.149	0.029	0.026	0.121	0.002	0.039	0.010	0.004	0.053	0.019	0.040
62	1054	0.370	0.004	0.053	0.101	0.001	0.091	0.086	0.015	0.137	0.001	0.045	0.004	0.005	0.036	0.021	0.030
63	1055	0.387	0.013	0.049	0.118	0.001	0.069	0.050	0.017	0.197	0.002	0.027	0.009	0.004	0.026	0.013	0.018
64	1056	0.273	0.014	0.072	0.096	0.003	0.110	0.035	0.022	0.228	0.002	0.031	0.011	0.006	0.031	0.030	0.036
65	1057	0.293	0.027	0.027	0.057	0.011	0.096	0.032	0.017	0.138	0.001	0.044	0.036	0.012	0.122	0.020	0.067
66	1058	0.140	0.007	0.142	0.073	0.002	0.222	0.021	0.022	0.203	0.001	0.030	0.008	0.014	0.069	0.013	0.032
67	1059	0.509	0.015	0.064	0.062	0.012	0.071	0.032	0.013	0.076	0.004	0.025	0.017	0.004	0.027	0.041	0.028
68	106	0.425	0.014	0.069	0.071	0.002	0.051	0.017	0.019	0.201	0.001	0.035	0.013	0.004	0.032	0.027	0.018
69	1060	0.436	0.006	0.070	0.085	0.002	0.106	0.053	0.033	0.093	0.001	0.029	0.010	0.003	0.037	0.012	0.025
70	1061	0.281	0.010	0.084	0.088	0.002	0.142	0.050	0.033	0.107	0.001	0.048	0.014	0.004	0.058	0.032	0.045
71	1062	0.259	0.017	0.094	0.089	0.002	0.129	0.040	0.020	0.153	0.008	0.035	0.020	0.008	0.051	0.030	0.045
72	1063	0.328	0.005	0.065	0.089	0.001	0.136	0.048	0.021	0.168	0.002	0.033	0.006	0.006	0.044	0.017	0.032
73	1064	0.599	0.012	0.043	0.038	0.001	0.059	0.037	0.011	0.090	0.003	0.016	0.008	0.001	0.044	0.016	0.021
74	1065	0.250	0.014	0.052	0.111	0.001	0.163	0.037	0.021	0.152	0.002	0.047	0.010	0.006	0.070	0.027	0.038
75	1066	0.309	0.015	0.055	0.109	0.001	0.128	0.039	0.020	0.148	0.005	0.042	0.013	0.007	0.065	0.024	0.020
76	1067	0.169	0.005	0.055	0.103	0.004	0.309	0.021	0.030	0.113	0.004	0.046	0.012	0.011	0.059	0.025	0.035
77	1068	0.328	0.012	0.050	0.107	0.002	0.146	0.041	0.009	0.147	0.002	0.034	0.017	0.005	0.049	0.023	0.027
78	1069	0.284	0.012	0.103	0.067	0.001	0.170	0.038	0.019	0.158	0.003	0.031	0.011	0.004	0.043	0.019	0.035
79	107	0.207	0.010	0.075	0.146	0.002	0.209	0.019	0.017	0.138	0.002	0.040	0.010	0.006	0.051	0.027	0.041
80	1070	0.376	0.007	0.064	0.068	0.001	0.124	0.041	0.025	0.168	0.001	0.023	0.006	0.004	0.031	0.019	0.041
81	1071	0.187	0.028	0.097	0.071	0.005	0.165	0.061	0.034	0.065	0.001	0.051	0.022	0.004	0.088	0.080	0.040
82	1072	0.231	0.005	0.087	0.121	0.002	0.146	0.026	0.041	0.198	0.001	0.021	0.011	0.009	0.028	0.039	0.033
83	1073	0.383	0.011	0.039	0.038	0.003	0.230	0.027	0.024	0.075	0.002	0.039	0.021	0.009	0.043	0.021	0.035
84	1074	0.245	0.030	0.084	0.053	0.006	0.221	0.004	0.008	0.115	0.001	0.014	0.024	0.007	0.062	0.063	0.066
85	1075	0.275	0.010	0.096	0.094	0.003	0.113	0.043	0.022	0.163	0.005	0.038	0.015	0.015	0.051	0.026	0.031
86	1076	0.289	0.016	0.026	0.151	0.003	0.113	0.028	0.014	0.090	0.001	0.049	0.011	0.004	0.139	0.016	0.049
87	1077	0.244	0.010	0.064	0.063	0.004	0.116	0.053	0.053	0.118	0.002	0.071	0.016	0.010	0.098	0.034	0.045
88	1078	0.218	0.009	0.057	0.049	0.002	0.182	0.013	0.026	0.263	0.001	0.029	0.007	0.004	0.047	0.038	0.055
89	1079	0.320	0.009	0.053	0.102	0.001	0.150	0.025	0.028	0.159	0.002	0.032	0.010	0.009	0.048	0.016	0.036
90	108	0.277	0.015	0.086	0.060	0.003	0.221	0.047	0.029	0.091	0.004	0.038	0.008	0.010	0.062	0.020	0.029
91	1080	0.216	0.037	0.068	0.089	0.002	0.181	0.038	0.020	0.154	0.004	0.045	0.020	0.004	0.076	0.022	0.024
92	1081	0.276	0.023	0.045	0.095	0.003	0.288	0.026	0.009	0.082	0.002	0.013	0.012	0.002	0.024	0.032	0.069
93	1082	0.374	0.008	0.050	0.072	0.001	0.188	0.037	0.021	0.120	0.002	0.038	0.006	0.003	0.040	0.016	0.026
94	1083	0.273	0.018	0.083	0.095	0.002	0.145	0.033	0.046	0.140	0.002	0.037	0.013	0.005	0.056	0.021	0.031
95	1084	0.370	0.010	0.037	0.087	0.002	0.246	0.021	0.018	0.096	0.003	0.020	0.013	0.015	0.033	0.008	0.021
96	1085	0.151	0.024	0.062	0.054	0.007	0.138	0.017	0.062	0.069	0.001	0.120	0.014	0.015	0.187	0.022	0.060
97	1086	0.326	0.010	0.058	0.074	0.002	0.126	0.029	0.015	0.166	0.002	0.049	0.008	0.004	0.071	0.025	0.035
98	1087	0.353	0.015	0.105	0.049	0.002	0.082	0.027	0.032	0.141	0.002	0.057	0.011	0.012	0.034	0.013	0.063
99	1088	0.319	0.013	0.045	0.117	0.002	0.115	0.041	0.010	0.193	0.004	0.027	0.010	0.007	0.042	0.025	0.030
100	1089	0.372	0.029	0.042	0.058	0.002	0.151	0.048	0.024	0.072	0.002	0.048	0.016	0.010	0.082	0.015	0.029
101	109	0.328	0.012	0.069	0.049	0.001	0.183	0.053	0.013	0.133	0.003	0.027	0.013	0.004	0.056	0.026	0.029
102	1090	0.267	0.016	0.085	0.069	0.002	0.105	0.052	0.021	0.205	0.003	0.031	0.014	0.009	0.036	0.045	0.039
103	1091	0.279	0.004	0.057	0.078	0.001	0.131	0.087	0.022	0.241	0.003	0.013	0.004	0.007	0.037	0.017	0.019
104	1092	0.342	0.011	0.060	0.072	0.001	0.172	0.048	0.012	0.143	0.001	0.036	0.007	0.006	0.050	0.016	0.022
105	1093	0.332	0.004	0.168	0.073	0.002	0.099	0.015	0.041	0.057	0.001	0.053	0.026	0.008	0.067	0.031	0.022
106	1094	0.290	0.020	0.087	0.119	0.002	0.142	0.024	0.022	0.089	0.010	0.062	0.008	0.012	0.061	0.024	0.029
107	1095	0.301	0.009	0.071	0.080	0.002	0.142	0.047	0.019	0.165	0.002	0.040	0.009	0.007	0.042	0.019	0.044
108	1096	0.390	0.007	0.057	0.067	0.001	0.169	0.034	0.020	0.119	0.003	0.029	0.009	0.005	0.043	0.016	0.031
109	1097	0.360	0.009	0.060	0.083	0.001	0.157	0.032	0.024	0.126	0.002	0.025	0.008	0.006	0.051	0.026	0.032
110	1098	0.225	0.005	0.059	0.050	0.001	0.179	0.033	0.028	0.259	0.002	0.025	0.011	0.021	0.067	0.013	0.022
111	1099	0.204	0.018	0.060	0.110	0.002	0.215	0.021	0.023	0.062	0.001	0.080	0.015	0.001	0.091	0.068	0.027
112	11	0.332	0.014	0.054	0.093	0.006	0.106	0.018	0.015	0.166	0.004	0.046	0.032	0.006	0.046	0.028	0.033
113	110	0.259	0.009	0.042	0.113	0.002	0.155	0.033	0.021	0.161	0.002	0.039	0.010	0.008	0.078	0.018	0.050
114	1100	0.278	0.010	0.065	0.100	0.002	0.103	0.024	0.026	0.185	0.003	0.036	0.014	0.008	0.059	0.026	0.059
115	1101	0.315	0.008	0.054	0.097	0.001	0.110	0.055	0.016	0.216	0.002	0.026	0.006	0.006	0.046	0.015	0.028
116	1102	0.332	0.008	0.066	0.066	0.001	0.178	0.037	0.028	0.127	0.001	0.046	0.007	0.004	0.058	0.013	0.027
117	1103	0.295	0.015	0.072	0.094	0.001	0.162	0.024	0.018	0.103	0.001	0.038	0.012	0.003	0.078	0.034	0.049
118	1104	0.162	0.008	0.046	0.223	0.013	0.077	0.023	0.015	0.070	0.020	0.051	0.050	0.015	0.113	0.048	0.064
119	1105	0.356	0.008	0.073	0.085	0.001	0.164	0.031	0.027	0.104	0.002	0.040	0.009	0.005	0.046	0.021	0.028
120	1106	0.347	0.007	0.055	0.062	0.001	0.145	0.054	0.021	0.175	0.001	0.040	0.006	0.005	0.039	0.015	0.027
121	1107	0.318	0.012	0.088	0.196	0.001	0.061	0.031	0.012	0.119	0.001	0.027	0.018	0.007	0.031	0.032	0.044
122	1108	0.126	0.020	0.085	0.115	0.002	0.098	0.039	0.040	0.232	0.003	0.037	0.022	0.008	0.086	0.045	0.041
123	1109	0.352	0.007	0.077	0.136	0.001	0.069	0.072	0.015	0.075	0.001	0.057	0.013	0.002	0.057	0.023	0.042
124	111	0.203	0.007	0.068	0.124	0.003	0.230	0.025	0.025	0.127	0.005	0.027	0.015	0.014	0.068	0.025	0.036
125	1110	0.402	0.012	0.091	0.049	0.001	0.123	0.039	0.019	0.133	0.001	0.032	0.006	0.003	0.036	0.018	0.035
126	1111	0.528	0.011	0.057	0.058	0.002	0.054	0.022	0.016	0.134	0.001	0.031	0.004	0.003	0.041	0.015	0.023
127	1112	0.312	0.006	0.123	0.069	0.001	0.143	0.025	0.033	0.093	0.002	0.048	0.014	0.005	0.052	0.041	0.033
128	1113	0.306	0.008	0.046	0.124	0.002	0.140	0.061	0.044	0.062	0.005	0.063	0.019	0.029	0.052	0.025	0.013
129	1114	0.334	0.007	0.065	0.079	0.001	0.136	0.034	0.028	0.152	0.002	0.037	0.010	0.007	0.045	0.021	0.040
