130	1115	0.186	0.006	0.086	0.056	0.001	0.195	0.048	0.032	0.195	0.005	0.053	0.012	0.010	0.061	0.023	0.032
131	1116	0.324	0.008	0.062	0.143	0.004	0.154	0.024	0.007	0.070	0.006	0.023	0.020	0.017	0.042	0.042	0.054
132	1117	0.327	0.012	0.055	0.072	0.001	0.150	0.025	0.024	0.202	0.002	0.033	0.008	0.007	0.051	0.010	0.019
133	1118	0.292	0.005	0.059	0.089	0.001	0.142	0.060	0.024	0.190	0.001	0.032	0.006	0.005	0.050	0.017	0.027
134	1119	0.222	0.014	0.048	0.100	0.004	0.249	0.031	0.015	0.126	0.001	0.029	0.014	0.007	0.062	0.025	0.052
135	112	0.324	0.010	0.062	0.083	0.002	0.139	0.034	0.032	0.151	0.002	0.035	0.013	0.006	0.050	0.021	0.036
136	1120	0.288	0.007	0.100	0.089	0.002	0.065	0.036	0.022	0.171	0.001	0.037	0.014	0.005	0.052	0.080	0.030
137	1121	0.314	0.007	0.059	0.061	0.002	0.174	0.048	0.034	0.139	0.004	0.026	0.013	0.014	0.069	0.011	0.025
138	1122	0.370	0.027	0.085	0.081	0.003	0.053	0.002	0.007	0.048	0.007	0.119	0.008	0.004	0.135	0.033	0.016
139	1123	0.307	0.009	0.058	0.093	0.002	0.169	0.041	0.020	0.138	0.001	0.039	0.010	0.006	0.057	0.017	0.035
140	1124	0.236	0.018	0.113	0.109	0.003	0.150	0.050	0.024	0.145	0.003	0.032	0.017	0.012	0.026	0.026	0.035
141	1125	0.228	0.011	0.078	0.097	0.002	0.143	0.039	0.038	0.097	0.003	0.070	0.011	0.009	0.117	0.018	0.040
142	1126	0.319	0.009	0.069	0.062	0.002	0.149	0.043	0.019	0.159	0.003	0.036	0.009	0.005	0.054	0.024	0.037
143	1127	0.364	0.009	0.057	0.067	0.001	0.129	0.035	0.018	0.168	0.001	0.050	0.008	0.003	0.048	0.011	0.032
144	1128	0.319	0.008	0.071	0.089	0.001	0.153	0.033	0.028	0.142	0.002	0.039	0.010	0.007	0.047	0.018	0.032
145	1129	0.289	0.010	0.064	0.065	0.001	0.171	0.045	0.018	0.168	0.002	0.035	0.008	0.004	0.062	0.025	0.032
146	113	0.340	0.007	0.057	0.067	0.001	0.173	0.048	0.026	0.132	0.002	0.041	0.008	0.003	0.053	0.014	0.029
147	1130	0.302	0.009	0.061	0.092	0.003	0.123	0.047	0.013	0.190	0.003	0.039	0.010	0.005	0.047	0.021	0.035
148	1131	0.209	0.006	0.071	0.101	0.004	0.144	0.030	0.013	0.251	0.004	0.029	0.012	0.007	0.055	0.027	0.037
149	1132	0.398	0.009	0.051	0.087	0.001	0.133	0.029	0.016	0.117	0.001	0.042	0.009	0.006	0.056	0.019	0.025
150	1133	0.407	0.027	0.060	0.039	0.002	0.082	0.028	0.014	0.142	0.003	0.033	0.019	0.003	0.072	0.025	0.046
151	1134	0.361	0.012	0.064	0.081	0.001	0.138	0.057	0.033	0.093	0.001	0.033	0.010	0.003	0.054	0.025	0.035
152	1135	0.448	0.019	0.040	0.097	0.001	0.095	0.034	0.012	0.107	0.002	0.019	0.013	0.013	0.069	0.020	0.013
153	1136	0.348	0.008	0.063	0.073	0.001	0.184	0.030	0.027	0.099	0.002	0.044	0.009	0.005	0.055	0.018	0.035
154	1137	0.320	0.010	0.068	0.087	0.002	0.129	0.027	0.019	0.133	0.001	0.054	0.011	0.004	0.079	0.025	0.029
155	1138	0.230	0.031	0.054	0.049	0.004	0.256	0.037	0.027	0.150	0.002	0.027	0.017	0.009	0.050	0.016	0.039
156	1139	0.289	0.009	0.068	0.096	0.001	0.080	0.024	0.019	0.211	0.001	0.043	0.014	0.005	0.081	0.031	0.028
157	114	0.201	0.012	0.085	0.080	0.005	0.321	0.019	0.022	0.045	0.009	0.025	0.010	0.005	0.050	0.036	0.076
158	1140	0.269	0.012	0.059	0.114	0.001	0.119	0.047	0.020	0.150	0.002	0.050	0.013	0.005	0.061	0.028	0.051
159	1141	0.373	0.010	0.049	0.092	0.001	0.123	0.025	0.022	0.148	0.002	0.023	0.009	0.008	0.056	0.020	0.039
160	1142	0.370	0.007	0.056	0.082	0.002	0.137	0.027	0.035	0.138	0.002	0.029	0.010	0.010	0.050	0.016	0.029
161	1143	0.256	0.015	0.086	0.065	0.003	0.109	0.035	0.044	0.154	0.003	0.032	0.023	0.004	0.063	0.036	0.072
162	1144	0.231	0.013	0.077	0.145	0.004	0.107	0.045	0.022	0.151	0.002	0.036	0.017	0.006	0.057	0.035	0.051
163	1145	0.354	0.008	0.050	0.086	0.001	0.152	0.039	0.024	0.141	0.002	0.034	0.013	0.005	0.047	0.017	0.029
164	1146	0.261	0.011	0.061	0.103	0.003	0.095	0.021	0.038	0.158	0.004	0.055	0.014	0.018	0.089	0.028	0.040
165	1147	0.366	0.004	0.074	0.077	0.001	0.140	0.051	0.013	0.141	0.001	0.025	0.005	0.003	0.048	0.015	0.036
166	1148	0.437	0.015	0.039	0.125	0.025	0.075	0.022	0.006	0.068	0.006	0.001	0.023	0.007	0.014	0.079	0.058
167	1149	0.332	0.020	0.089	0.083	0.001	0.068	0.030	0.004	0.173	0.001	0.046	0.008	0.001	0.071	0.026	0.049
168	115	0.195	0.051	0.066	0.277	0.001	0.020	0.005	0.023	0.216	0.008	0.016	0.015	0.006	0.059	0.030	0.013
169	1150	0.298	0.008	0.072	0.101	0.001	0.107	0.065	0.017	0.178	0.001	0.027	0.005	0.005	0.033	0.037	0.044
170	1151	0.234	0.008	0.126	0.075	0.001	0.080	0.061	0.009	0.187	0.004	0.044	0.014	0.004	0.082	0.039	0.033
171	1152	0.200	0.008	0.059	0.201	0.003	0.090	0.044	0.019	0.211	0.001	0.023	0.007	0.006	0.062	0.027	0.039
172	1153	0.394	0.010	0.038	0.062	0.015	0.119	0.040	0.101	0.037	0.002	0.010	0.002	0.005	0.034	0.023	0.108
173	1154	0.296	0.016	0.095	0.053	0.003	0.087	0.054	0.041	0.111	0.003	0.072	0.012	0.004	0.063	0.032	0.058
174	1155	0.263	0.010	0.047	0.082	0.003	0.170	0.021	0.044	0.173	0.006	0.025	0.009	0.008	0.059	0.022	0.059
175	1156	0.270	0.021	0.040	0.062	0.005	0.196	0.072	0.025	0.104	0.002	0.038	0.019	0.004	0.064	0.022	0.057
176	1157	0.283	0.007	0.090	0.079	0.002	0.166	0.033	0.039	0.152	0.001	0.046	0.011	0.008	0.037	0.016	0.031
177	1158	0.181	0.015	0.105	0.064	0.004	0.145	0.030	0.058	0.159	0.001	0.048	0.013	0.014	0.062	0.047	0.054
178	1159	0.277	0.007	0.093	0.071	0.001	0.188	0.038	0.026	0.143	0.002	0.032	0.010	0.004	0.057	0.022	0.028
179	116	0.457	0.012	0.055	0.055	0.004	0.129	0.050	0.009	0.083	0.007	0.042	0.015	0.003	0.042	0.015	0.021
180	1160	0.240	0.010	0.071	0.074	0.002	0.152	0.035	0.022	0.161	0.003	0.046	0.011	0.016	0.073	0.034	0.049
181	1161	0.316	0.006	0.073	0.075	0.001	0.172	0.038	0.029	0.129	0.001	0.044	0.006	0.004	0.055	0.016	0.034
182	1162	0.401	0.011	0.039	0.127	0.001	0.113	0.022	0.019	0.085	0.002	0.040	0.010	0.006	0.072	0.021	0.031
183	1163	0.305	0.006	0.069	0.086	0.001	0.122	0.072	0.021	0.175	0.001	0.032	0.008	0.004	0.050	0.024	0.024
184	1164	0.362	0.013	0.061	0.080	0.002	0.107	0.031	0.013	0.169	0.002	0.041	0.010	0.004	0.050	0.024	0.032
185	1165	0.303	0.018	0.071	0.047	0.005	0.105	0.047	0.006	0.104	0.003	0.067	0.039	0.003	0.072	0.060	0.051
186	1166	0.148	0.022	0.177	0.110	0.002	0.122	0.025	0.020	0.162	0.002	0.034	0.021	0.006	0.081	0.039	0.027
187	1167	0.291	0.013	0.075	0.078	0.001	0.126	0.073	0.023	0.140	0.002	0.054	0.014	0.003	0.046	0.021	0.041
188	1168	0.374	0.013	0.061	0.036	0.002	0.146	0.033	0.032	0.188	0.005	0.022	0.011	0.008	0.026	0.017	0.025
189	1169	0.332	0.004	0.066	0.068	0.001	0.095	0.043	0.019	0.230	0.002	0.033	0.007	0.005	0.056	0.016	0.023
190	117	0.311	0.008	0.068	0.110	0.002	0.116	0.037	0.026	0.107	0.002	0.045	0.011	0.011	0.083	0.027	0.039
191	1170	0.327	0.003	0.072	0.081	0.001	0.095	0.118	0.015	0.148	0.002	0.034	0.010	0.002	0.042	0.022	0.028
192	1171	0.347	0.006	0.052	0.071	0.001	0.142	0.087	0.022	0.129	0.001	0.047	0.006	0.003	0.045	0.014	0.028
193	1172	0.262	0.012	0.065	0.081	0.001	0.174	0.036	0.016	0.183	0.003	0.029	0.012	0.007	0.054	0.031	0.033
194	1173	0.310	0.008	0.055	0.058	0.001	0.164	0.049	0.022	0.108	0.001	0.042	0.006	0.003	0.122	0.019	0.031
195	1174	0.255	0.007	0.062	0.079	0.001	0.138	0.127	0.020	0.171	0.004	0.039	0.008	0.007	0.038	0.016	0.029
196	1175	0.307	0.030	0.068	0.086	0.002	0.090	0.032	0.016	0.137	0.001	0.040	0.014	0.006	0.063	0.045	0.064
197	1176	0.153	0.017	0.057	0.131	0.003	0.207	0.034	0.019	0.111	0.003	0.036	0.020	0.005	0.089	0.048	0.067
198	1177	0.381	0.009	0.065	0.081	0.001	0.142	0.031	0.017	0.143	0.002	0.029	0.008	0.004	0.037	0.021	0.030
199	1178	0.298	0.014	0.076	0.102	0.002	0.136	0.019	0.011	0.157	0.008	0.035	0.020	0.006	0.049	0.028	0.038
200	1179	0.329	0.009	0.078	0.082	0.002	0.135	0.050	0.014	0.137	0.003	0.045	0.008	0.004	0.045	0.024	0.035
201	118	0.338	0.006	0.059	0.079	0.001	0.125	0.039	0.030	0.135	0.001	0.054	0.019	0.007	0.041	0.024	0.040
202	1180	0.484	0.006	0.040	0.065	0.002	0.113	0.019	0.036	0.076	0.003	0.033	0.013	0.013	0.060	0.019	0.018
