0	1	0.86897	399.90252	40.26440	44.79507	2.06619	15.22636	0.04681	0.09110	654.74144	39.35195	0.06766	0.09674	10.47399	456.81594	28.44415	0.04545	0.04555	52.06774	13.45565	2.53119	0.05059	44.05053
1	10	283.26404	0.04545	0.04545	1.39029	239.60477	0.04545	0.04545	0.04545	1163.68464	0.33510	0.12215	0.04545	0.08529	0.04545	0.04545	0.04545	0.04545	0.04545	114.73161	0.04545	1.69120	0.04545
2	100	2.01012	1596.74607	2.34251	0.12630	0.04545	0.31794	5.92181	0.67384	0.04545	0.60399	0.04545	0.04545	0.04550	0.04545	71.26830	0.04592	0.04567	0.04545	53.25007	0.08803	3.38295	68.35827
3	1000	0.50582	332.80635	82.22159	0.10256	0.04545	0.18954	0.04545	0.04545	851.55744	2.46662	0.04545	0.59974	0.04545	480.45564	0.04545	0.04545	0.04545	4.62013	1.24066	0.04545	0.04545	48.27938
4	1001	23.37372	410.32258	0.04545	80.12185	0.04545	0.04578	0.04545	0.04862	1215.50144	2.82576	0.36775	0.04545	0.13566	3.28545	13.44783	0.04545	0.05483	0.04545	14.46342	0.04560	0.04545	41.14153
5	1002	31.53626	0.04545	660.63773	85.33421	0.04545	0.04545	0.04545	0.04545	843.54838	1.04312	0.97456	0.18477	0.04545	0.04545	0.04546	0.04545	0.04545	41.27582	0.06052	0.04545	0.62566	139.77896
6	1003	1.77619	11.12851	155.64722	69.37183	0.04545	0.72492	0.04545	0.12138	328.22907	29.98121	0.57361	0.04545	0.04547	1169.69756	1.40208	0.04545	0.06468	0.04545	30.07111	0.04559	0.04545	6.34684
7	1004	0.04545	1322.39306	6.28323	1.28765	0.04545	3.30045	0.04545	0.04585	160.13336	0.30485	0.54585	0.04545	0.08392	91.44983	0.13135	0.04545	0.20570	1.07677	0.15712	0.04545	1.11532	216.71296
8	1005	0.77067	1018.39044	371.63976	25.90261	133.65264	0.04545	0.04545	0.34017	0.04545	8.58948	0.04545	0.13804	0.04707	0.04545	0.04545	0.04545	0.04545	151.52995	34.28567	0.04545	0.04546	59.75896
9	1006	0.69856	1034.85788	361.78149	22.18687	133.50977	0.04545	0.04545	0.30476	0.04545	9.44406	0.04545	0.12459	0.04644	0.04545	0.04545	0.04545	0.04545	147.22820	33.30612	0.04545	0.04545	61.55671
10	1007	0.04545	465.57788	1.60177	0.81158	50.14986	0.04545	0.04545	0.04545	114.75052	0.09320	0.04578	0.92676	0.04545	981.65314	26.36958	0.04545	0.04545	60.22129	5.90879	0.06646	0.04545	96.95975
11	1008	0.04545	148.80830	111.94234	0.96375	56.63252	0.16443	0.04545	0.04545	18.47293	1.67560	0.04545	0.04545	0.04545	1239.07852	25.76054	0.04545	0.04545	40.59691	27.01626	0.05454	0.04545	133.92428
12	1009	0.04545	776.21438	423.71156	0.04546	0.04545	3.01333	0.04545	0.04545	0.04545	0.04545	32.87811	59.33894	0.11987	199.88217	132.58065	0.04545	0.04545	177.01706	0.04545	0.19849	0.04545	0.04545
13	101	0.04569	109.27510	0.04548	0.39717	0.04545	2.50461	0.04545	0.04620	1313.14436	23.87719	1.03420	0.11085	0.09383	210.05077	1.00792	0.04545	0.04593	138.84489	4.01110	0.04545	0.30895	0.47394
14	1010	1.36885	16.43551	243.14446	0.42379	0.04545	1.26265	0.04545	0.24979	1397.67067	3.14866	0.27993	2.56674	0.04545	66.96419	2.59301	0.04545	0.07335	5.03352	3.95264	0.06620	0.04877	60.03545
