0	29748.64509	36301.95894
1	1.03103	1.00000
2	1291.16798	232.83301
3	38.59420	2.99090
4	264.96604	21.44020
5	1.18640	1.00022
6	212.97816	7.62682
7	11.75983	1.38994
8	1882.83758	319.58130
9	177577.64235	706525.32179
10	3.75936	1.03825
11	3640.35825	879.78696
12	4310.07288	1462.04847
13	55.02189	4.21932
14	15.93628	2.14123
15	5.07523	0.99723
16	13116.54615	8767.36944
17	1.00000	1.00000
18	227.80287	7.00552
19	32.56896	2.67907
20	10.50168	1.21711
21	1.00689	1.00000
22	4.23661	1.00643
23	2.35215	1.00103
24	38245.37654	47943.39022
25	5.54648	1.00571
26	3.50855	1.00070
27	6553.42127	2280.31305
28	155.67710	8.84686
29	564.63928	67.22862
30	1.04924	1.00001
31	9.37173	1.17617
32	2359.83833	536.46271
33	1.00004	1.00000
34	29.49275	2.19229
35	5.00003	1.00250
36	43.14942	2.53176
37	1.03102	1.00000
38	340.68636	28.49274
39	2981.20796	622.39583
40	747.31051	86.17071
41	7.01880	0.83686
42	31046.54524	40595.14207
43	8.08148	1.09094
