0	1	0.125	0.000	0.002	0.000	0.001	0.000	0.000	0.000	0.004	0.379	0.000	0.022	0.006	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.279	0.000	0.000	0.020	0.000	0.001	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.001	0.009	0.000	0.000	0.105	0.000
1	10	0.105	0.000	0.001	0.001	0.000	0.000	0.001	0.000	0.001	0.499	0.000	0.018	0.007	0.001	0.000	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.104	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.001	0.054	0.000	0.000	0.157	0.000
2	100	0.128	0.000	0.002	0.000	0.002	0.000	0.002	0.000	0.019	0.392	0.000	0.034	0.015	0.000	0.000	0.000	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.166	0.000	0.000	0.014	0.001	0.002	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.001	0.050	0.000	0.000	0.120	0.000
3	1000	0.084	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.010	0.594	0.000	0.007	0.013	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.183	0.000	0.000	0.016	0.000	0.001	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.003	0.000	0.059	0.000
4	1001	0.232	0.000	0.002	0.000	0.000	0.000	0.001	0.000	0.005	0.395	0.000	0.009	0.010	0.000	0.000	0.000	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.154	0.000	0.000	0.014	0.000	0.003	0.000	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.003	0.011	0.000	0.000	0.085	0.000
5	1002	0.078	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.003	0.709	0.000	0.005	0.003	0.000	0.000	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.059	0.000	0.000	0.005	0.000	0.001	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.117	0.000
6	1003	0.171	0.000	0.004	0.000	0.001	0.000	0.001	0.000	0.005	0.507	0.000	0.012	0.014	0.000	0.000	0.000	0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.093	0.000	0.000	0.014	0.000	0.001	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.001	0.007	0.000	0.000	0.086	0.000
7	1004	0.176	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.002	0.653	0.000	0.009	0.002	0.000	0.000	0.000	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.082	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.039	0.000
8	1005	0.086	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.001	0.594	0.000	0.014	0.003	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.067	0.000	0.000	0.005	0.000	0.005	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.016	0.000	0.000	0.164	0.000
9	1006	0.069	0.000	0.001	0.000	0.000	0.000	0.001	0.000	0.001	0.603	0.000	0.018	0.004	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.073	0.000	0.000	0.007	0.000	0.007	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.001	0.016	0.000	0.000	0.159	0.000
