0	1	226.29078	0.02273	3.38195	0.02357	1.90096	0.02273	0.42002	0.02868	7.26422	684.16748	0.02273	39.72111	11.02772	0.02273	0.02677	0.02275	71.73998	0.02273	0.63986	0.16315	0.02273	0.02273	0.02275	0.02273	503.05184	0.02273	0.02273	36.44162	0.74933	1.38883	0.02273	0.02273	10.48723	0.02273	0.11905	0.02273	0.03609	0.02273	1.16120	15.58607	0.26937	0.02273	188.96407	0.03991
1	10	189.73632	0.02276	1.38891	1.23677	0.35265	0.02273	2.32177	0.07377	1.95740	901.46180	0.02273	32.51384	13.20572	1.78437	0.02416	0.02273	45.62308	0.02273	0.02627	0.02660	0.02273	0.02273	0.02273	0.02273	187.13599	0.02273	0.02273	19.36384	0.89280	0.89222	0.02274	0.24088	21.76905	0.02273	0.04080	0.02273	0.11786	0.02273	1.70646	97.97482	0.15733	0.02273	283.02865	0.08218
2	100	230.83551	0.02273	4.50126	0.02273	3.98387	0.02273	3.46704	0.03991	34.15152	707.35691	0.02273	62.18005	27.67211	0.02273	0.04269	0.02274	68.97269	0.02273	0.02287	0.05127	0.02273	0.02273	0.02287	0.02273	299.85215	0.02273	0.02273	25.31100	1.38978	3.10443	0.02277	0.02273	21.29140	0.02273	0.03426	0.02273	0.05664	0.02273	2.38223	90.95654	0.27049	0.02273	217.10860	0.03276
3	1000	151.68990	0.02273	3.10645	0.02273	0.30179	0.02273	0.75664	0.02961	17.43444	1072.28454	0.02273	11.80910	23.11040	0.02273	0.02939	0.02273	36.60294	0.02273	0.02273	0.06338	0.02379	0.02273	0.02273	0.02273	331.21372	0.02273	0.02273	29.30159	0.51146	1.19651	0.02273	0.02273	8.99935	0.02273	0.06730	0.02273	0.02911	0.02273	0.57353	5.48824	4.70003	0.02273	105.72130	0.02369
4	1001	419.31493	0.02273	4.10755	0.02273	0.63781	0.02273	1.73945	0.04448	8.19115	712.69843	0.02273	16.64164	18.36934	0.02273	0.04163	0.02273	112.28518	0.02273	0.02273	0.11716	0.02273	0.02273	0.02273	0.02273	277.99715	0.02273	0.02273	24.68388	0.85656	4.69682	0.02273	0.02273	22.89793	0.02273	0.05006	0.02273	0.10996	0.02273	4.59805	20.75311	0.06304	0.02273	154.09062	0.05950
5	1002	141.25836	0.02273	3.02826	0.02273	0.07033	0.02273	0.38834	0.02739	5.88003	1279.61609	0.02273	9.18253	5.24670	0.02273	0.02327	0.02273	16.45838	0.02273	0.02273	0.02458	0.12467	0.02273	0.02273	0.02273	107.39398	0.02273	0.02273	8.40597	0.40309	1.08489	0.02273	0.02273	12.20385	0.02273	0.02949	0.02273	0.54346	0.02273	0.58612	1.40039	0.05264	0.02273	211.60233	0.03304
6	1003	308.51891	0.02273	6.60901	0.02273	2.59779	0.02273	0.98773	0.03349	9.42092	915.85548	0.02273	22.09680	25.80843	0.02273	0.04268	0.02273	116.26925	0.02273	0.02273	0.09899	0.02273	0.02273	0.02273	0.02273	168.11292	0.02273	0.02273	25.83152	0.64189	2.26441	0.02273	0.02273	30.90473	0.02273	0.24216	0.02273	0.09422	0.02273	1.28320	11.75951	0.32656	0.02273	155.21751	0.02733
7	1004	317.63693	0.02273	4.37477	0.02273	0.37419	0.02273	0.15489	0.02880	3.30723	1178.35718	0.02273	15.54885	3.71335	0.02273	0.02439	0.02273	39.50525	0.02273	0.02273	0.11690	0.02273	0.02273	0.02273	0.02273	147.42380	0.02273	0.02273	4.67038	0.63845	0.31143	0.02273	0.02273	10.71375	0.02273	0.11111	0.02273	0.04831	0.02273	0.87553	5.72863	0.04400	0.02273	71.31284	0.02450
8	1005	154.45645	0.02273	1.73210	0.35257	0.70337	0.02273	0.88785	0.02992	2.02836	1072.64573	0.02273	24.70288	4.82291	0.44881	0.02302	0.02273	54.56938	0.02273	0.02274	0.03842	0.02273	0.02273	0.02273	0.02273	121.31066	0.02273	0.02273	9.58865	0.47352	8.67225	0.02273	0.02498	19.90418	0.02273	0.02303	0.02273	0.43645	0.02273	0.71931	29.50867	0.17187	0.02273	296.80139	0.03688
9	1006	124.33491	0.02273	2.67223	0.34842	0.71249	0.02273	0.97811	0.02756	1.48892	1089.55728	0.02273	31.60897	7.01587	0.57342	0.02324	0.02274	54.78226	0.02273	0.02275	0.03828	0.02273	0.02273	0.02273	0.02273	132.55409	0.02273	0.02273	12.21411	0.51420	12.96562	0.02274	0.02407	14.90978	0.02273	0.02277	0.02273	0.39884	0.02273	0.99257	28.72653	0.09838	0.02273	287.49446	0.03624
10	1007	116.06544	0.02273	5.75544	0.02747	0.75844	0.02273	0.71517	0.02641	2.42963	1044.22941	0.02273	26.53588	9.44475	0.02818	0.03309	0.02273	65.35631	0.02273	0.02273	0.12286	0.02273	0.02273	0.02273	0.02273	308.71553	0.02273	0.02273	25.29731	0.43392	3.14915	0.02273	0.02273	11.79493	0.02273	0.06015	0.02273	0.13113	0.02273	0.56935	14.81977	4.47675	0.02273	164.09089	0.02353
11	1008	95.64418	0.02273	6.41772	0.02835	1.22285	0.02273	0.97763	0.02944	3.94224	1142.08580	0.02273	20.56416	9.84515	0.03759	0.02627	0.02273	59.19633	0.02273	0.02273	0.10520	0.02674	0.02273	0.02273	0.02273	200.66424	0.02273	0.02273	19.39597	0.24075	2.70303	0.02273	0.02274	5.58128	0.02273	0.03489	0.02273	0.14270	0.02273	1.03077	13.24495	6.42775	0.02273	215.47319	0.02444
12	1009	54.03785	0.02273	16.00264	0.02274	0.28758	0.02273	0.96470	0.02976	6.51057	306.08973	0.02273	36.89456	64.97968	0.02273	0.03628	0.02273	36.90978	0.02273	0.02306	0.49524	0.02273	0.02273	0.02274	0.02273	520.92572	0.02273	0.02273	213.82896	0.36315	1.15998	0.02273	0.02273	11.91969	0.02273	0.70247	0.02273	0.07761	0.02273	1.94641	10.25126	0.36607	0.02273	520.23738	0.02801
13	101	374.97630	0.02273	3.69624	0.02273	0.31707	0.02273	0.58980	0.03333	15.18466	1032.03888	0.02273	28.56146	18.92171	0.02273	0.03637	0.02273	102.45017	0.02273	0.02273	0.04506	0.02273	0.02273	0.02273	0.02273	62.26791	0.02273	0.02273	18.13864	0.16917	0.79224	0.02273	0.02273	10.29143	0.02273	0.06203	0.02273	0.02890	0.02273	0.53597	2.33527	0.09705	0.02273	133.45299	0.02283
14	1010	158.68583	0.02273	4.34079	0.02273	1.22373	0.02273	0.63815	0.03043	6.02306	880.59685	0.02273	18.53986	35.93030	0.02273	0.03285	0.02273	70.37929	0.02273	0.02273	0.04977	0.03539	0.02273	0.02273	0.02273	248.09674	0.02273	0.02273	17.15415	0.70894	1.98677	0.02273	0.02273	11.06968	0.02273	0.03021	0.02273	0.14249	0.02273	1.34827	9.38355	0.17296	0.02273	338.44044	0.02769
15	1011	252.70269	0.02273	2.88873	0.02430	0.57474	0.02273	0.57424	0.02501	7.40443	1004.15077	0.02273	12.36715	18.99543	0.02728	0.02726	0.02273	79.88975	0.02273	0.02273	0.05281	0.02273	0.02273	0.02273	0.02273	202.47896	0.02273	0.02273	17.29834	0.44418	0.77380	0.02273	0.02346	8.32186	0.02273	0.05014	0.02273	0.03992	0.02273	1.06269	14.13392	0.07330	0.02273	180.68224	0.02623
16	1012	205.79927	0.02273	12.28776	0.02273	0.44740	0.02273	1.91893	0.04758	56.71692	517.79131	0.02273	18.20401	76.89329	0.02274	0.06800	0.02273	99.07320	0.02273	0.02274	0.18610	0.02273	0.02273	0.02274	0.02273	593.52221	0.02273	0.02273	17.64335	4.01302	4.07595	0.02273	0.02273	4.69381	0.02273	0.23423	0.02273	1.10017	0.02273	1.16709	34.29737	0.08038	0.02273	154.75227	0.03179
17	1013	122.96482	0.02273	3.41296	0.02273	1.27967	0.02274	0.77532	0.02694	7.39052	921.03960	0.02273	13.48312	25.07709	0.02273	0.03275	0.02273	86.23042	0.02273	0.02273	0.03107	0.02273	0.02273	0.02273	0.02273	288.11133	0.02273	0.02273	73.34678	0.56466	1.98617	0.02273	0.02273	14.66976	0.02273	0.05763	0.02273	0.03034	0.02273	0.75557	11.09100	0.14469	0.02273	232.51856	0.02467
18	1014	225.11403	0.02273	2.30285	0.02440	0.21754	0.02273	0.95486	0.17222	2.20223	1275.26115	0.02273	38.64563	2.61386	0.02288	0.02707	0.02273	54.21537	0.02273	0.02273	0.06729	0.02273	0.02273	0.02273	0.02273	49.24958	0.02273	0.02273	16.67689	2.30719	7.24218	0.02277	0.02273	33.06109	0.02273	0.02422	0.02273	0.07997	0.02273	2.24971	13.64149	0.05837	0.02273	78.62389	0.03492
19	1015	289.94344	0.02273	3.31189	0.02273	0.67325	0.02273	0.32470	0.02282	9.34274	288.68453	0.02273	5.31368	131.85594	0.02273	0.09089	0.02273	180.11975	0.02273	0.02273	0.03386	0.02273	0.02273	0.02286	0.02273	698.95401	0.02273	0.02273	22.06230	1.11527	5.49655	0.02278	0.02273	2.19251	0.02273	0.03432	0.02273	0.02933	0.02273	1.38107	4.23158	0.13271	0.02273	159.63993	0.05819
