ABCC1	3	3	3	3	5	5	3	4	3	3	4	4	4	5	4	2	3	3	2	3	3	3	3	5	0	0	0	2	2	4	4	2	4	4	5	3	3	2	5	3	4	5	3	4	4	3	4	2	4	3	3	4	3	2	3	4	2	3	3	3	3	4	2	4	4	2	4	4	3	4	3	2	4	3	4	2	3	2	4	3	2	5	3	3	2	4	2	4	2	5	3	4	3	3	4	5	4	3	2	1	4	4	3	4	3	1	3	2
ABCC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC3	0	0	0	3	3	4	0	0	0	4	4	4	4	4	3	2	4	3	1	3	4	4	4	4	0	0	0	2	3	2	4	3	5	4	3	2	3	3	4	3	5	4	4	4	4	2	4	2	6	3	4	4	5	3	3	3	3	3	3	3	2	5	3	4	3	2	3	3	3	4	3	2	3	4	3	2	3	2	3	2	2	4	3	4	3	3	5	3	2	4	3	4	3	4	3	4	0	0	0	3	4	4	0	0	0	2	3	2
ABCC4	3	3	3	3	4	3	3	4	3	0	0	0	4	4	4	3	3	2	2	2	3	0	0	0	0	0	0	3	3	3	2	3	3	3	3	3	3	3	5	4	4	4	4	3	4	4	4	3	3	3	2	3	3	3	3	4	3	5	3	4	4	4	3	4	4	2	3	4	3	4	3	3	3	4	4	2	2	2	4	3	3	4	4	4	2	3	2	3	3	5	3	3	3	4	4	4	4	3	4	3	4	4	4	4	3	2	3	3
ABCC5	0	0	0	4	4	3	4	5	3	0	0	0	4	4	4	3	4	3	3	4	3	4	4	3	3	4	3	3	3	3	0	0	0	4	3	3	3	3	4	3	3	4	3	3	3	2	4	2	0	0	0	3	3	4	4	4	3	3	4	3	0	0	0	5	4	3	3	5	3	3	3	1	5	4	3	3	3	3	4	3	3	4	4	3	2	4	3	3	2	4	0	0	0	4	4	4	5	4	3	3	4	4	3	3	2	2	3	2
ABCC8	0	0	0	0	0	0	3	5	3	0	0	0	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0
ABCD1	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	0	0	0	0	0	0	0	0	0	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD3	1	2	2	3	5	5	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	2	2	4	0	0	0	0	0	0	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	3	4	2	3	4	4	0	0	0	0	0	0	4	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	5	0	0	0	0	0	0	5	3	2	2	4	5	2	3	3	0	0	0
ABCE1	4	4	4	4	5	4	4	4	3	4	5	5	4	4	4	3	4	3	2	3	3	3	4	4	2	4	3	3	3	3	5	3	4	4	5	4	3	3	5	3	4	5	4	3	4	3	3	3	0	0	0	4	4	4	3	4	3	4	3	4	4	4	4	3	3	2	3	4	4	3	4	3	3	4	5	2	3	3	0	0	0	4	1	4	3	4	4	4	4	5	0	0	0	4	5	4	4	4	5	3	5	5	4	4	3	3	5	3
ABCF1	4	3	4	4	4	3	4	4	4	4	4	4	4	4	4	3	4	3	2	3	3	4	4	4	2	3	3	3	3	3	4	4	4	5	3	3	4	3	5	4	4	5	4	3	4	3	4	3	3	4	4	4	4	4	3	4	3	3	3	4	3	4	3	4	3	2	4	4	3	4	4	3	4	5	3	3	3	3	3	3	3	4	4	4	3	4	3	4	3	4	3	4	3	4	4	4	4	4	4	3	4	4	4	4	3	3	4	3
ABCF2	4	3	4	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	5	5	4	4	4	1	5	0	0	0	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	4	0	0	0	0	0	0	0	0	0	4	4	5	4	3	4	0	0	0	4	4	5	0	0	0	0	0	0	0	0	0
ABCF3	3	3	4	3	5	4	4	4	3	0	0	0	5	4	3	3	4	3	2	4	3	0	0	0	0	0	0	3	3	4	4	3	4	5	4	3	4	4	4	4	4	5	3	4	4	0	0	0	4	4	4	4	5	4	3	4	2	3	3	4	3	4	3	0	0	0	0	0	0	4	4	3	4	4	3	3	3	4	4	3	0	5	4	4	3	3	4	4	4	5	3	4	3	3	3	4	4	4	4	3	4	5	0	0	0	0	0	0
ABCG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD10	4	4	4	4	5	4	0	0	0	4	4	5	0	0	0	0	0	0	0	0	0	3	0	3	3	4	3	0	0	0	0	0	0	0	0	0	4	4	4	4	3	4	4	3	3	3	4	4	3	4	4	0	0	0	0	0	0	3	3	3	0	0	0	5	4	3	0	0	0	0	0	0	4	5	4	3	4	4	0	0	0	5	2	2	2	4	3	4	4	4	0	0	0	4	4	4	4	4	5	2	4	4	0	0	0	0	0	0
ABHD11	4	4	4	0	0	0	0	0	0	4	4	4	0	0	0	0	0	0	2	4	3	0	0	0	0	0	0	3	3	4	4	4	4	0	0	0	0	0	0	5	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	0	0	0	5	4	4	0	0	0	0	0	0	0	0	0	3	3	4	0	0	0	0	0	0	3	4	4	0	0	0	0	0	0	0	0	0	4	4	5	0	0	0	0	0	0	0	0	0
ABHD14B	0	0	0	0	0	0	0	0	0	4	4	5	5	4	4	4	3	4	3	4	4	4	3	5	2	4	3	6	4	2	5	5	5	4	4	6	0	0	0	0	0	0	4	3	5	0	0	0	4	4	4	2	4	4	1	0	3	3	4	5	0	0	0	3	2	4	5	3	3	3	5	5	0	0	0	3	3	5	0	0	0	0	0	0	3	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3
ABHD15	0	0	0	4	4	4	5	5	4	0	0	0	5	3	4	0	0	0	2	4	3	0	0	0	4	4	4	0	0	0	0	0	0	5	3	4	0	0	0	0	0	0	5	4	4	2	4	4	0	0	0	5	4	3	0	0	0	0	0	0	0	0	0	5	4	3	0	0	0	4	5	3	4	3	4	1	3	2	3	2	3	0	0	0	2	4	2	0	0	0	0	0	0	4	4	4	5	4	5	0	0	0	0	0	0	0	0	0
ABHD16A	0	0	0	3	4	4	4	4	3	4	4	5	4	3	3	3	4	2	0	0	0	0	0	0	0	0	0	3	4	3	4	4	4	4	4	4	3	4	4	4	4	4	0	0	0	0	0	0	5	4	4	4	4	4	3	3	3	4	3	4	4	4	3	5	3	3	4	3	3	0	0	0	0	0	0	0	0	0	3	3	2	4	4	4	0	0	0	4	4	4	0	0	0	4	4	4	5	4	4	4	5	5	0	0	0	3	3	3
ABHD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	5	4	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI1	3	3	4	3	5	4	4	4	4	4	4	4	5	4	4	2	3	4	2	3	3	4	3	4	3	4	4	2	2	4	4	3	4	5	4	2	3	2	5	4	4	4	3	3	4	3	4	2	4	4	3	4	4	3	3	4	2	3	3	4	3	4	4	4	3	2	4	4	2	4	2	3	4	4	4	2	3	3	4	4	3	5	2	4	2	4	2	4	2	5	3	4	3	3	4	4	4	4	2	2	4	4	2	3	3	2	3	2
ABI2	2	3	4	4	4	4	3	4	3	4	5	5	5	4	4	2	3	4	2	4	3	4	3	4	3	4	4	2	2	3	4	3	5	5	4	2	3	2	4	4	4	5	3	3	4	3	4	3	4	4	3	3	3	2	3	4	1	3	3	4	2	4	4	4	4	2	4	4	2	4	3	3	4	4	4	2	3	2	4	3	3	4	3	4	1	4	2	4	2	4	3	4	4	3	4	4	4	4	2	2	4	4	3	3	3	2	4	3
ABI3	4	3	4	4	5	4	4	4	4	4	4	5	5	4	4	3	4	3	3	4	3	3	5	4	3	4	4	4	4	3	4	4	4	4	4	4	4	3	5	4	4	5	4	3	4	2	4	3	4	4	4	4	4	4	3	4	3	3	3	4	3	4	3	4	3	3	3	3	4	4	5	4	4	5	4	3	3	4	3	4	3	5	4	4	3	4	4	4	4	5	4	4	3	5	4	4	4	4	5	4	4	4	4	4	3	4	4	3
ABI3BP	4	4	4	0	0	0	5	4	4	4	3	4	5	3	4	0	0	0	3	3	4	4	5	4	0	0	0	0	0	0	4	5	5	0	0	0	3	5	4	5	3	4	4	3	4	0	0	0	4	3	4	4	4	3	3	4	4	0	0	0	0	0	0	0	0	0	3	4	4	4	5	3	3	5	5	4	3	5	4	4	3	5	3	4	3	4	6	5	4	5	4	4	4	0	0	0	3	4	5	0	0	0	4	4	3	4	4	4
ABL1	3	3	4	3	5	4	3	4	3	4	4	5	5	4	4	3	4	4	2	3	3	4	4	4	2	4	3	3	3	3	4	4	4	4	4	3	3	3	5	4	4	4	4	4	4	3	4	3	4	4	3	4	4	3	3	4	3	3	3	4	3	4	3	4	3	3	4	4	3	4	4	3	4	4	4	3	3	3	3	3	3	4	3	4	3	4	3	4	3	5	3	4	3	4	4	4	4	4	4	3	4	4	4	3	3	3	4	3
ABL2	3	3	4	4	4	4	4	4	4	4	4	5	5	4	4	2	4	4	2	3	3	4	4	4	3	3	4	3	3	3	5	4	4	4	4	3	4	3	5	4	4	4	3	3	4	3	4	3	4	4	3	4	5	3	3	4	3	3	3	4	3	4	3	4	4	2	4	4	3	4	4	3	4	4	3	2	3	3	3	3	2	5	3	4	3	3	4	4	3	5	3	4	3	4	4	4	4	4	4	3	4	4	4	4	3	3	4	3
ABLIM1	3	4	4	4	4	3	4	4	4	4	4	4	5	4	4	3	4	4	2	4	4	4	4	4	3	4	4	3	3	3	5	4	4	4	4	3	3	3	4	4	4	5	3	3	4	3	4	3	4	4	4	4	4	3	3	4	3	3	3	4	3	4	3	4	3	3	3	4	3	4	4	3	4	5	4	3	3	4	3	3	3	4	3	5	3	4	4	4	3	4	4	4	4	5	4	4	4	4	4	3	4	4	4	3	3	3	3	3
ABLIM2	3	3	4	3	4	3	3	3	3	4	4	5	5	4	4	3	4	4	2	4	3	3	3	4	3	4	4	3	4	2	5	3	4	4	4	4	2	3	5	4	3	4	4	4	4	3	4	2	4	4	3	4	4	3	3	4	3	3	3	5	3	4	4	5	3	2	3	4	3	4	4	5	4	4	4	3	3	4	4	4	4	5	3	4	1	4	2	4	2	5	4	4	4	4	4	4	3	4	4	3	4	4	4	4	3	1	4	2
ABLIM3	3	3	4	3	5	4	4	5	3	4	4	5	5	3	3	3	4	4	3	4	3	4	4	5	3	4	4	2	3	2	4	4	5	4	3	3	4	3	4	4	3	4	3	3	4	2	3	2	5	3	4	4	4	3	3	4	3	2	3	4	2	3	3	5	3	2	4	4	3	4	3	3	4	4	4	3	3	4	4	4	4	4	4	4	2	4	2	4	3	4	3	5	4	4	3	4	4	4	4	3	4	5	4	3	3	2	3	3
ABR	4	3	4	3	5	4	4	4	3	4	3	4	5	3	4	3	4	3	3	3	3	3	4	4	3	4	3	4	4	3	4	4	4	4	3	4	3	4	4	4	5	4	4	3	4	2	4	3	4	4	4	4	4	3	3	4	3	3	3	4	3	5	3	4	3	3	4	4	4	4	5	4	3	4	4	3	4	4	4	4	3	4	3	4	3	4	4	4	4	4	4	4	3	4	4	4	4	4	5	4	4	4	4	3	3	4	4	3
ABRACL	4	4	4	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	0	0	0	0	0	0	0	0	0	3	5	5	0	0	0	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	4	4	5	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	0	0	0
ABTB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABTB2	0	0	0	4	4	4	4	4	3	0	0	0	0	0	0	2	2	3	3	3	4	0	0	0	0	0	0	4	4	4	0	0	0	5	4	4	2	4	5	3	4	4	0	0	0	3	4	3	0	0	0	4	4	3	0	0	0	4	3	4	3	5	3	4	4	3	3	4	4	4	4	4	3	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	4	3	4	0	0	0	3	4	4	4	3	3	0	0	0
