CCDC180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0
CCDC181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	0	0	0
CCDC185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	3	0	0	0	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC22	4	3	4	4	4	4	0	0	0	5	4	5	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	0	0	0	4	3	4	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	0	0	0	4	4	4	0	0	0	0	0	0	4	4	4	4	4	4	0	0	0	0	0	0	4	4	5	0	0	0	0	0	0	0	0	0
CCDC25	3	3	4	0	0	0	4	5	4	4	4	5	5	4	4	4	4	4	0	0	0	3	4	4	3	4	3	3	4	4	4	5	5	4	4	4	3	3	5	0	0	0	4	3	5	2	4	4	4	4	3	4	4	3	3	4	3	3	3	4	3	4	3	4	4	3	3	3	4	0	0	0	3	4	4	3	3	3	0	0	0	4	2	4	3	3	2	4	4	4	5	4	4	4	3	4	0	0	0	3	4	4	4	4	3	3	4	3
CCDC27	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC28A	3	3	4	3	4	4	4	5	3	0	0	0	0	0	0	2	3	4	2	3	3	0	0	0	1	3	1	0	0	0	4	3	5	0	0	0	3	3	5	4	3	4	3	3	4	3	3	4	4	5	4	4	4	3	0	0	0	3	3	4	0	0	0	4	4	2	0	0	0	4	4	4	4	3	4	2	3	2	0	0	0	0	0	0	0	0	0	4	2	5	4	4	3	0	0	0	0	0	0	3	5	4	3	4	3	0	0	0
CCDC28B	4	3	4	3	5	3	0	0	0	4	4	5	4	4	4	3	4	3	0	0	0	3	5	4	3	4	4	0	0	0	0	0	0	5	4	4	4	4	5	4	4	5	4	3	4	3	4	4	3	4	3	0	0	0	3	4	3	1	3	0	3	4	3	0	0	0	0	0	0	0	0	0	4	5	4	3	4	4	0	0	0	4	4	4	3	4	4	4	5	4	0	0	0	4	5	4	0	0	0	5	4	4	4	3	4	0	0	0
CCDC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC34	0	0	0	4	4	4	0	0	0	0	0	0	5	4	4	3	4	3	3	4	3	3	3	4	0	0	0	3	3	4	0	0	0	5	4	3	0	0	0	4	4	5	4	3	4	3	4	3	0	0	0	4	4	3	3	4	3	0	0	0	3	4	3	5	4	2	0	0	0	4	4	4	4	4	4	3	3	3	4	4	0	4	4	4	0	0	0	4	3	5	4	4	4	4	4	4	4	4	4	3	4	5	4	4	3	0	0	0
CCDC36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC38	0	0	0	0	0	0	0	0	0	0	0	0	5	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0
CCDC39	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	0	0	0	0	0	0	0	3	0	0	0	0	4	4	5	4	3	2	0	0	0
CCDC40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	4	0	0	0	4	4	4	0	0	0	5	4	4	3	4	3	4	4	4	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0
CCDC42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	4	0	0	0	0	0	0	0	0	0	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC43	4	4	4	4	4	3	4	4	3	4	3	4	4	3	4	3	4	4	2	2	2	3	5	4	2	4	3	4	5	2	5	5	4	5	3	4	4	4	4	4	3	5	4	3	4	2	4	4	2	5	3	3	4	3	3	4	4	2	3	3	2	3	2	3	4	4	5	4	4	4	5	3	5	5	3	3	3	4	4	2	4	4	4	4	3	3	4	4	4	4	3	4	3	5	4	4	4	4	5	5	4	3	4	3	3	4	3	3
CCDC47	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	0	0	0	0	0	0	0	0	0	4	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC50	3	3	4	3	4	3	0	0	0	3	4	4	4	3	3	3	4	4	0	0	0	4	4	4	3	4	3	4	4	3	4	4	4	4	4	4	4	4	4	4	3	5	4	3	4	3	4	3	4	4	3	3	4	4	3	3	3	3	3	3	3	3	4	4	4	3	4	4	4	0	0	0	5	4	3	3	3	3	3	4	2	4	4	3	3	3	3	4	4	5	4	4	3	4	4	4	4	3	3	4	4	5	4	4	3	0	0	0
CCDC53	4	4	4	0	0	0	0	0	0	0	0	0	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	4	5	3	0	0	0	4	3	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	4	4	4	0	0	0	3	4	3	5	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	4	3	3	6	4	5	4	0	0	0	5	4	4	4	4	5	4	4	4	0	0	0	4	3	3
CCDC57	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	6	0	0	0	0	0	0	0	0	0
CCDC58	5	4	4	4	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	4	0	0	0	0	0	0	0	0	0	0	0	0	4	2	5	0	0	0	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	4	0	0	0	5	3	4	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	0	0	0
CCDC59	0	0	0	0	0	0	0	0	0	0	0	0	5	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	0	0	0	0	0	0	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	0	0	0	0	3	3	0	0	0
CCDC6	4	3	4	3	4	4	4	4	3	4	4	4	5	3	3	3	4	4	2	4	3	3	5	4	2	4	3	4	4	3	4	5	4	4	4	4	3	4	4	5	4	5	4	4	4	3	4	4	4	4	4	4	4	3	3	3	3	3	3	4	3	4	3	4	3	3	3	4	4	4	4	3	3	5	4	3	3	4	3	3	2	4	3	4	4	4	4	4	4	4	4	4	3	5	4	4	4	4	5	4	4	4	4	3	3	4	3	3
CCDC61	3	3	4	3	4	4	4	4	3	4	4	5	5	4	4	2	3	4	2	4	3	3	3	4	2	4	3	3	3	3	4	3	4	5	3	3	3	3	4	4	4	4	3	3	4	2	3	3	4	4	3	4	5	4	3	4	2	3	3	3	3	4	5	4	3	2	4	4	3	4	4	5	4	4	4	2	3	4	4	4	3	5	3	3	2	4	3	4	3	4	3	4	3	3	4	4	4	4	3	3	4	5	4	3	3	3	3	3
CCDC62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0
CCDC64	0	0	0	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	0	0	0	0	0	0	0	0	0
CCDC64B	3	3	4	3	4	4	4	4	3	4	3	4	5	3	3	3	3	3	2	3	3	3	5	4	2	5	3	3	3	3	5	3	4	4	4	4	3	3	5	5	4	4	4	3	4	3	4	3	3	4	3	4	4	3	3	3	3	3	3	3	3	4	4	4	3	2	3	3	4	4	4	4	5	4	3	3	3	3	3	3	3	4	4	4	3	3	3	3	4	4	4	3	3	4	4	4	4	4	4	3	3	4	4	4	3	3	3	4
CCDC66	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0	3	4	3	3	3	3	0	0	0	0	0	0	4	4	3	4	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	0	0	0	0	0	0	0	0	0	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	0	0	0	0	0	0	0	0	0	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC69	0	0	0	0	0	0	0	0	0	5	4	5	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	3	3	3	2	0	0	0	0	0	0	5	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC7	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	3	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	5	0	0	0	0	0	0	4	3	2
CCDC71L	0	0	0	4	4	4	0	0	0	4	4	4	5	4	4	3	4	4	2	3	3	4	5	4	3	4	3	4	4	3	5	5	4	5	4	4	0	0	0	5	4	5	4	3	4	3	4	4	4	4	4	4	5	3	3	4	3	2	2	4	3	3	3	4	4	3	0	0	0	0	0	0	3	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	0	0	0	0	0	0	5	4	3	4	4	3
CCDC74B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	5	3	3	0	0	0	0	0	0	0	0	0	2	4	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	3	3	1	3	4	3	5	3	4	4	3	5	0	0	0	0	0	0	0	0	0	3	4	3	1	1	2	0	0	0	4	4	4	4	5	4	3	4	4	0	0	0	2	4	3
CCDC77	0	0	0	3	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC79	0	0	0	3	4	4	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0
CCDC8	3	3	4	4	4	4	4	4	4	4	4	5	5	3	4	3	4	3	2	4	4	4	4	4	3	5	4	3	4	2	5	4	4	4	4	4	3	3	4	4	3	5	3	3	5	2	4	3	4	4	3	4	4	3	3	4	3	3	4	4	2	3	3	4	3	2	2	3	3	4	4	3	3	4	4	3	2	3	4	3	3	4	3	4	2	3	3	4	4	4	4	3	4	4	3	4	4	4	4	3	4	4	3	4	3	3	4	3
CCDC80	3	3	4	4	4	3	4	4	4	4	4	5	5	4	4	3	4	3	2	3	4	4	4	4	3	3	4	1	3	3	3	3	5	3	3	3	3	3	4	3	3	4	3	3	5	2	4	3	3	5	4	4	3	3	3	4	2	3	4	5	3	4	2	3	5	2	1	4	3	4	3	3	4	5	5	2	3	2	4	4	3	4	4	4	2	4	3	4	3	4	4	4	4	4	3	4	4	4	4	3	4	4	2	4	3	3	4	4
CCDC81	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	4	3	4	4	3	3	4	3	4	4	5	3	3	3	4	4	4	4	4	5	4	3	3	3	4	0	0	0	3	6	4	3	3	4	0	0	0	0	0	0	5	3	4	0	0	0	4	4	4	0	0	0	0	0	0
CCDC82	2	2	3	5	4	3	3	4	4	0	0	0	4	4	4	0	2	3	2	5	3	3	2	4	0	0	0	2	2	4	5	3	4	4	4	3	3	2	5	3	4	5	2	4	4	3	3	2	3	3	2	4	3	3	3	4	2	3	3	5	2	4	3	4	2	2	3	3	2	4	2	3	3	3	4	2	4	2	3	3	3	4	3	3	1	3	2	4	4	4	0	0	0	3	4	4	3	3	2	1	3	3	2	4	3	1	3	2
CCDC84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	3	2	4	3
CCDC85A	0	0	0	3	5	4	5	4	4	5	4	5	5	4	4	2	3	5	3	4	4	3	3	5	0	0	0	0	0	0	4	2	5	4	4	3	3	2	5	4	3	4	4	4	4	2	4	2	4	4	4	4	3	2	3	4	2	3	3	4	3	4	3	5	4	2	4	4	2	4	4	3	3	4	4	2	3	3	3	4	5	4	3	4	2	4	2	3	3	4	3	4	4	3	3	4	4	3	3	3	4	4	3	3	3	3	4	4
CCDC85C	3	3	4	4	5	3	3	4	3	4	4	5	5	4	4	3	3	4	2	4	3	4	4	4	2	4	3	3	3	4	5	4	4	5	4	4	3	3	4	5	4	4	3	3	4	3	4	3	4	4	3	4	4	3	3	4	3	3	3	3	3	4	3	4	4	3	4	4	3	4	4	3	3	4	4	3	3	3	3	3	2	4	3	5	3	3	4	4	3	4	4	3	3	4	4	4	4	4	3	3	4	4	4	3	4	4	3	3
CCDC86	3	3	4	4	5	4	3	4	3	4	4	4	4	4	4	2	3	4	2	3	2	4	3	4	2	4	3	3	3	3	4	4	4	5	4	3	3	3	5	4	4	4	3	3	4	3	4	3	4	4	3	4	4	3	3	4	2	3	3	3	3	4	3	4	4	2	4	4	3	4	4	3	4	4	3	2	4	3	3	3	2	5	4	4	2	3	3	4	3	4	4	4	3	4	4	4	4	4	4	3	4	4	4	3	3	3	4	3
CCDC87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	0	0	0	0	0	0
CCDC88A	3	3	4	4	5	4	3	4	4	4	4	4	4	4	4	3	4	4	2	3	3	3	4	4	3	4	3	3	3	3	4	4	4	4	5	4	3	3	4	4	3	5	4	3	4	2	3	3	4	4	3	4	4	3	3	4	3	3	3	4	2	4	3	4	3	3	3	3	3	4	4	3	3	4	4	3	4	3	3	3	3	4	3	4	3	4	3	4	3	4	4	4	3	4	4	4	4	4	4	3	4	4	3	4	3	3	4	3
CCDC88B	3	3	4	4	5	3	4	4	3	4	4	5	5	4	4	2	3	4	2	4	3	4	4	4	3	3	4	3	3	3	4	4	4	5	3	3	3	3	5	5	4	4	4	3	4	2	4	3	4	4	3	4	4	3	3	4	3	3	3	4	3	4	3	4	3	2	4	4	3	4	4	3	4	4	4	3	3	3	4	3	3	5	4	4	2	4	3	4	3	5	4	3	3	4	4	4	4	4	4	3	4	4	4	4	3	3	3	3
CCDC88C	3	3	4	3	4	4	4	4	3	4	4	5	5	4	3	3	3	4	2	3	3	4	4	4	2	4	3	3	3	3	4	4	4	5	4	4	3	4	4	4	4	4	3	3	3	3	4	3	4	4	3	4	4	3	3	4	3	3	3	3	3	4	3	4	4	3	4	4	3	4	4	3	3	4	4	3	3	3	2	4	2	5	3	4	3	3	3	4	3	4	3	3	3	4	4	4	5	4	4	3	4	5	4	3	3	4	4	3
CCDC9	2	2	4	3	4	4	3	4	3	4	4	5	5	4	4	2	3	4	2	4	3	4	3	4	2	4	3	3	3	3	4	3	4	4	4	3	3	2	5	4	4	5	2	4	4	3	4	2	4	4	3	4	4	3	3	4	2	3	3	4	3	4	3	4	3	2	4	4	3	4	3	3	4	4	4	2	3	2	3	3	2	4	4	4	2	3	3	4	2	4	3	4	3	3	4	4	4	4	3	2	4	4	3	3	3	3	4	2
CCDC90B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	3	0	0	0	4	4	5	0	0	0	0	0	0	4	4	5	0	0	0	0	0	0	0	0	0
CCDC91	4	3	4	4	4	4	0	0	0	0	0	0	5	4	4	4	4	5	0	0	0	4	6	5	3	4	3	5	5	3	0	0	0	5	4	4	3	5	5	3	4	4	4	4	4	2	3	4	0	0	0	4	5	4	3	3	4	0	0	0	2	4	4	4	4	4	3	3	5	4	5	4	4	4	4	3	3	4	0	0	0	4	2	4	3	4	4	4	4	5	0	0	0	4	3	4	4	4	4	4	4	5	4	4	3	4	4	4
CCDC92	4	4	4	3	4	4	4	4	4	4	4	4	5	4	4	4	4	3	2	4	4	2	5	4	3	4	3	4	4	3	4	5	4	4	4	5	2	4	5	4	4	5	4	3	4	2	4	4	4	5	5	4	4	3	3	4	4	3	2	5	3	4	3	4	3	4	3	4	4	4	5	4	3	5	4	3	3	4	4	4	3	4	3	4	3	4	5	4	4	4	5	4	4	5	4	4	4	4	5	4	5	4	4	4	3	4	4	4
CCDC93	4	3	4	4	4	4	4	4	4	4	4	5	5	3	4	3	4	3	2	4	3	4	5	5	3	4	4	4	4	3	4	5	4	4	3	4	3	3	4	4	4	5	4	4	4	3	4	3	4	4	4	4	4	4	4	4	4	3	3	4	3	4	3	4	3	3	3	4	4	4	5	3	4	4	4	3	3	4	3	4	3	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	5	5	4	3	3	4	4	3	4	4	4
CCDC94	4	3	4	3	4	3	3	3	3	0	0	0	4	4	4	3	4	4	2	4	3	3	4	4	0	0	0	4	4	2	4	5	4	5	4	4	3	5	4	4	4	5	4	3	4	2	4	3	0	0	0	3	4	4	3	4	4	2	4	4	3	4	3	4	3	3	3	4	5	4	5	4	4	4	4	4	3	4	0	0	0	5	4	4	4	4	3	0	0	0	0	0	0	5	4	4	4	4	5	4	4	4	4	3	3	4	4	3
CCDC97	4	4	4	4	4	3	4	4	3	4	4	5	5	4	4	3	4	3	2	4	3	3	5	4	2	3	4	4	4	3	5	5	4	4	4	4	3	4	5	4	4	4	4	3	4	3	4	3	4	4	4	3	4	4	3	4	4	3	3	3	3	4	4	4	3	3	3	4	4	4	5	4	4	5	4	3	3	4	3	4	3	5	4	4	3	3	4	4	4	5	4	4	3	5	4	4	4	4	5	4	4	4	4	3	3	4	3	3
CCM2	3	3	4	3	5	4	3	4	3	4	4	5	5	4	4	3	3	3	3	3	3	4	3	4	3	4	3	3	3	3	4	4	4	4	3	3	4	2	4	4	4	5	3	3	4	2	4	2	4	4	3	4	3	3	3	4	2	3	3	4	3	4	3	4	3	2	4	4	2	4	3	3	4	4	4	3	3	3	4	3	3	5	3	4	3	4	3	4	3	4	3	4	3	4	3	4	4	3	3	3	4	4	3	3	3	3	4	3
CCM2L	0	0	0	0	0	0	0	0	0	4	4	5	0	0	0	0	0	0	3	3	3	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	4	4	5	4	3	4	0	0	0	0	0	0	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	3	3	4	0	0	0	0	0	0	3	4	3	4	4	5	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	0	0	0
CCNB2	0	0	0	4	5	3	0	0	0	0	0	0	3	3	4	3	4	4	2	5	3	3	5	3	0	0	0	3	3	4	5	4	4	4	4	3	3	3	5	4	4	5	4	4	3	2	3	3	3	4	3	3	5	4	4	4	3	2	3	3	2	4	3	0	0	0	3	4	3	0	0	0	4	5	3	3	4	3	3	2	2	4	4	4	2	3	2	4	3	4	4	4	3	5	4	3	4	3	4	5	4	3	4	3	3	0	0	0
CCNB3	5	3	4	0	0	0	2	4	3	0	0	0	0	0	0	0	0	0	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCND1	0	0	0	3	4	3	0	0	0	3	3	4	4	4	4	4	4	4	2	4	3	0	0	0	0	0	0	3	4	3	0	0	0	4	3	4	0	0	0	4	3	4	4	3	4	0	0	0	4	2	3	4	4	4	3	3	4	3	4	3	2	3	3	5	3	3	3	4	4	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	0	0	0	0	0	0	4	4	5	4	4	4	4	4	3	4	4	4
CCND2	0	0	0	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	4	0	0	0	0	0	0	3	4	3	0	0	0	3	4	4	4	4	4	0	0	0	0	0	0	4	4	5	0	0	0	4	4	3	4	4	3
CCND3	0	0	0	3	5	4	4	4	3	0	0	0	5	3	4	3	4	3	3	4	3	4	5	4	3	4	3	0	0	0	4	4	5	4	4	4	4	4	4	4	4	4	5	3	4	3	4	3	0	0	0	4	4	4	3	4	4	3	3	4	3	4	3	4	3	3	3	4	4	4	5	4	0	0	0	0	0	0	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	5	4	4	4	4	5	5	4	4	4	3	3	4	4	3
CCNE1	5	3	4	4	4	3	0	0	0	4	5	4	5	5	4	3	4	3	2	4	2	4	5	3	3	4	4	3	4	3	5	4	4	3	4	4	3	4	6	4	3	5	4	4	3	2	3	3	3	3	3	4	5	4	3	4	3	3	3	5	3	4	2	0	0	0	3	5	5	4	6	3	3	4	3	4	3	3	3	3	0	0	0	0	3	3	5	3	4	4	4	4	2	5	5	4	3	3	4	4	3	3	4	4	3	4	4	3
CCNE2	4	3	4	4	5	4	3	4	3	0	0	0	4	4	4	3	4	4	2	4	3	5	4	4	0	0	0	3	4	3	5	4	4	5	4	4	4	3	4	5	4	5	4	3	3	2	3	2	0	0	0	3	4	4	3	4	3	0	0	0	3	4	3	4	3	3	3	5	3	4	4	3	4	4	4	3	3	3	2	2	2	4	3	4	3	3	4	4	4	5	4	4	2	4	3	4	0	0	0	4	4	3	4	4	3	2	4	3
